,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
7589,chr2,74472680,MRPL53,ENSG00000204822.7,-,54.625
50875,chr22,45163924,NUP50,ENSG00000093000.19,+,54.625
4094,chr1,145958017,LIX1L,ENSG00000271601.4,-,54.625
31932,chr12,57941566,ATP23,ENSG00000166896.9,+,54.625
37546,chr15,29822502,TJP1,ENSG00000104067.17,-,54.65625
33873,chr12,122266423,ENSG00000256861,ENSG00000256861.1,-,54.65625
19982,chr7,102363896,PRKRIP1,ENSG00000128563.13,+,54.65625
5223,chr2,11746631,LPIN1,ENSG00000134324.12,+,54.6875
698,chr1,36088891,ADPRS,ENSG00000116863.11,+,54.6875
53401,chrX,119565408,STEEP1,ENSG00000018610.15,-,54.6875
51353,chr22,42270653,TCF20,ENSG00000100207.21,-,54.6875
33798,chr12,117190470,FBXO21,ENSG00000135108.16,-,54.6875
33817,chr12,120194715,GCN1,ENSG00000089154.11,-,54.71875
31920,chr12,57745065,TSPAN31,ENSG00000135452.10,+,54.71875
34923,chr14,23469702,NGDN,ENSG00000129460.17,+,54.71875
36401,chr14,75064020,ACYP1,ENSG00000119640.9,-,54.71875
2212,chr1,179025893,FAM20B,ENSG00000116199.12,+,54.71875
41769,chr17,60677888,BCAS3,ENSG00000141376.24,+,54.75
24064,chr9,99105112,TGFBR1,ENSG00000106799.14,+,54.75
23749,chr9,32384602,ACO1,ENSG00000122729.19,+,54.75
32053,chr12,75480754,GLIPR1,ENSG00000139278.10,+,54.75
45058,chr19,7629818,ENSG00000268400,ENSG00000268400.6,+,54.75
24334,chr9,128371360,URM1,ENSG00000167118.11,+,54.75
44955,chr19,4247079,YJU2,ENSG00000105248.16,+,54.75
22165,chr8,65644733,MTFR1,ENSG00000066855.16,+,54.78125
18046,chr6,26250635,H3C7,ENSG00000277775.2,-,54.78125
11469,chr3,138174921,DBR1,ENSG00000138231.14,-,54.78125
42184,chr17,82458702,NARF,ENSG00000141562.19,+,54.78125
7595,chr2,74507695,PCGF1,ENSG00000115289.14,-,54.78125
27694,chr11,2400749,TSSC4,ENSG00000184281.15,+,54.78125
49763,chr20,62861763,TCFL5,ENSG00000101190.13,-,54.78125
25583,chr9,137590512,ZMYND19,ENSG00000165724.6,-,54.8125
8920,chr3,15206245,CAPN7,ENSG00000131375.10,+,54.8125
34782,chr13,108218349,LIG4,ENSG00000174405.15,-,54.8125
2398,chr1,203795622,ZBED6,ENSG00000257315.4,+,54.8125
49804,chr20,63956416,UCKL1,ENSG00000198276.16,-,54.8125
46855,chr19,2740017,SLC39A3,ENSG00000141873.11,-,54.8125
11847,chr3,187745468,BCL6,ENSG00000113916.18,-,54.8125
42546,chr17,8630761,MYH10,ENSG00000133026.14,-,54.84375
49052,chr20,54208086,PFDN4,ENSG00000101132.10,+,54.84375
26406,chr10,102854261,BORCS7,ENSG00000166275.16,+,54.84375
42741,chr17,28571519,PIGS,ENSG00000087111.22,-,54.84375
41842,chr17,66302612,PRKCA,ENSG00000154229.12,+,54.84375
33831,chr12,120581379,POP5,ENSG00000167272.11,-,54.875
20623,chr7,21945884,CDCA7L,ENSG00000164649.20,-,54.875
4096,chr1,145996579,TXNIP,ENSG00000265972.6,-,54.875
41713,chr17,58083418,DYNLL2,ENSG00000264364.3,+,54.875
17140,chr6,41921498,BYSL,ENSG00000112578.10,+,54.875
16820,chr6,29942531,HLA-A,ENSG00000206503.14,+,54.90625
15884,chr5,95961851,ELL2,ENSG00000118985.16,-,54.90625
32609,chr12,2004457,DCP1B,ENSG00000151065.14,-,54.9375
10165,chr3,169773395,MYNN,ENSG00000085274.16,+,54.9375
52911,chrX,41923517,CASK,ENSG00000147044.23,-,54.9375
43710,chr17,76453152,UBE2O,ENSG00000175931.13,-,54.9375
3135,chr1,21176836,EIF4G3,ENSG00000075151.24,-,54.96875
51463,chr22,50628173,ARSA,ENSG00000100299.18,-,54.96875
47475,chr19,23687212,ZNF675,ENSG00000197372.10,-,54.96875
44508,chr18,35497904,INO80C,ENSG00000153391.16,-,54.96875
10304,chr3,184812182,VPS8,ENSG00000156931.16,+,54.96875
4745,chr1,201154433,TMEM9,ENSG00000116857.17,-,54.96875
2866,chr1,1349418,DVL1,ENSG00000107404.21,-,54.96875
16539,chr5,181261150,TRIM52,ENSG00000183718.6,-,54.96875
17328,chr6,70413507,FAM135A,ENSG00000082269.17,+,54.96875
23132,chr8,73878910,UBE2W,ENSG00000104343.21,-,55.0
11081,chr3,69080365,UBA3,ENSG00000144744.18,-,55.0
44976,chr19,4969112,KDM4B,ENSG00000127663.15,+,55.03125
45563,chr19,29606293,POP4,ENSG00000105171.10,+,55.0625
2272,chr1,184387028,C1orf21,ENSG00000116667.15,+,55.0625
16341,chr5,157142869,HAVCR2,ENSG00000135077.10,-,55.0625
20376,chr7,149147452,ZNF398,ENSG00000197024.9,+,55.09375
21821,chr8,22089149,FHIP2B,ENSG00000158863.22,+,55.09375
43115,chr17,43125402,BRCA1,ENSG00000012048.25,-,55.09375
50848,chr22,43151546,TSPO,ENSG00000100300.18,+,55.09375
41951,chr17,75205678,NUP85,ENSG00000125450.11,+,55.09375
38702,chr16,10944563,CLEC16A,ENSG00000038532.17,+,55.09375
27361,chr10,103193299,NT5C2,ENSG00000076685.19,-,55.09375
8411,chr2,210476705,LANCL1,ENSG00000115365.13,-,55.09375
51935,chrX,54440403,TSR2,ENSG00000158526.8,+,55.09375
31319,chr12,12611875,CREBL2,ENSG00000111269.3,+,55.125
47542,chr19,35745442,U2AF1L4,ENSG00000161265.15,-,55.125
7477,chr2,65432599,SPRED2,ENSG00000198369.10,-,55.125
46656,chr19,57280484,ZNF460,ENSG00000197714.9,+,55.125
13022,chr4,184649694,PRIMPOL,ENSG00000164306.11,+,55.125
2983,chr1,8817640,RERE,ENSG00000142599.20,-,55.15625
42449,chr17,7234517,DVL2,ENSG00000004975.12,-,55.15625
23779,chr9,34646674,GALT,ENSG00000213930.12,+,55.15625
10605,chr3,33440405,UBP1,ENSG00000153560.12,-,55.15625
7224,chr2,28870309,TRMT61B,ENSG00000171103.11,-,55.15625
27934,chr11,19117167,ZDHHC13,ENSG00000177054.14,+,55.15625
25000,chr9,83956742,C9orf64,ENSG00000165118.15,-,55.15625
27791,chr11,6390474,SMPD1,ENSG00000166311.10,+,55.15625
49482,chr20,34825630,NCOA6,ENSG00000198646.14,-,55.15625
12777,chr4,139015780,NOCT,ENSG00000151014.6,+,55.1875
42671,chr17,18258690,FLII,ENSG00000177731.16,-,55.1875
30861,chr11,116788023,ZPR1,ENSG00000109917.11,-,55.1875
14703,chr5,119071086,DMXL1,ENSG00000172869.15,+,55.1875
10454,chr3,11643915,VGLL4,ENSG00000144560.16,-,55.1875
13098,chr4,2009235,NELFA,ENSG00000185049.16,-,55.1875
41452,chr17,44186985,TMUB2,ENSG00000168591.16,+,55.1875
19610,chr7,66996832,TYW1,ENSG00000198874.14,+,55.1875
1319,chr1,100133149,TRMT13,ENSG00000122435.11,+,55.1875
41933,chr17,74776498,TMEM104,ENSG00000109066.14,+,55.1875
4640,chr1,175023425,MRPS14,ENSG00000120333.4,-,55.21875
7818,chr2,112255042,ZC3H8,ENSG00000144161.14,-,55.21875
47413,chr19,19192138,BORCS8-MEF2B,ENSG00000064489.23,-,55.21875
47665,chr19,39342372,GMFG,ENSG00000130755.13,-,55.21875
6276,chr2,171434225,DCAF17,ENSG00000115827.14,+,55.21875
7517,chr2,70302067,FAM136A,ENSG00000035141.9,-,55.21875
4637,chr1,174022357,RC3H1,ENSG00000135870.12,-,55.25
8854,chr3,11272396,ATG7,ENSG00000197548.13,+,55.25
27500,chr10,122954227,C10orf88,ENSG00000119965.13,-,55.25
43854,chr17,82022878,CENPX,ENSG00000169689.15,-,55.25
37413,chr15,89690810,WDR93,ENSG00000140527.15,+,55.25
37154,chr15,68054314,PIAS1,ENSG00000033800.14,+,55.25
45247,chr19,12737496,GET3,ENSG00000198356.12,+,55.25
22280,chr8,86342546,WWP1,ENSG00000123124.14,+,55.28125
36336,chr14,70417090,SYNJ2BP,ENSG00000213463.5,-,55.28125
13735,chr4,109730070,PLA2G12A,ENSG00000123739.11,-,55.28125
46337,chr19,49818288,MED25,ENSG00000104973.19,+,55.3125
39028,chr16,30762321,RNF40,ENSG00000103549.22,+,55.3125
26053,chr10,74176651,ADK,ENSG00000156110.15,+,55.3125
31678,chr12,52069977,ATG101,ENSG00000123395.15,+,55.3125
16342,chr5,157142865,MED7,ENSG00000155868.8,-,55.34375
51414,chr22,46738252,CERK,ENSG00000100422.14,-,55.34375
39269,chr16,66604731,CMTM3,ENSG00000140931.20,+,55.34375
31697,chr12,53180721,ZNF740,ENSG00000139651.11,+,55.34375
42390,chr17,5468916,DHX33,ENSG00000005100.13,-,55.34375
12102,chr4,7043371,TADA2B,ENSG00000173011.12,+,55.34375
26025,chr10,72273923,DDIT4,ENSG00000168209.6,+,55.34375
39741,chr16,1771561,NME3,ENSG00000103024.8,-,55.375
15860,chr5,91383317,ARRDC3,ENSG00000113369.9,-,55.375
39430,chr16,70299223,ENSG00000260537,ENSG00000260537.2,+,55.375
1170,chr1,77779648,MIGA1,ENSG00000180488.17,+,55.375
23290,chr8,100559742,ANKRD46,ENSG00000186106.11,-,55.375
39075,chr16,31873806,ZNF267,ENSG00000185947.15,+,55.375
45437,chr19,18340597,PGPEP1,ENSG00000130517.14,+,55.40625
6472,chr2,200526166,SGO2,ENSG00000163535.18,+,55.40625
7759,chr2,99490017,REV1,ENSG00000135945.10,-,55.4375
49402,chr20,18497225,RBBP9,ENSG00000089050.16,-,55.4375
30506,chr11,74171000,C2CD3,ENSG00000168014.18,-,55.4375
19214,chr7,5045859,RBAK,ENSG00000146587.18,+,55.4375
49877,chr21,33266366,IL10RB,ENSG00000243646.11,+,55.4375
49664,chr20,49278057,ZNFX1,ENSG00000124201.15,-,55.4375
49183,chr20,62804834,OGFR,ENSG00000060491.17,+,55.4375
35911,chr14,21476959,RAB2B,ENSG00000129472.15,-,55.4375
21217,chr7,101321812,IFT22,ENSG00000128581.17,-,55.46875
31234,chr12,6970920,ENSG00000290146,ENSG00000290146.1,+,55.46875
16001,chr5,131796983,ENSG00000273217,ENSG00000273217.1,-,55.46875
26609,chr10,131901007,PPP2R2D,ENSG00000175470.20,+,55.46875
18235,chr6,33323016,DAXX,ENSG00000204209.13,-,55.46875
44677,chr18,62187015,PIGN,ENSG00000197563.11,-,55.46875
24920,chr9,37904110,SLC25A51,ENSG00000122696.14,-,55.46875
9301,chr3,49470246,DAG1,ENSG00000173402.13,+,55.5
32300,chr12,110614112,TCTN1,ENSG00000204852.17,+,55.5
30261,chr11,64810581,MEN1,ENSG00000133895.19,-,55.5
12035,chr4,2536646,FAM193A,ENSG00000125386.16,+,55.5
14065,chr4,184474558,IRF2,ENSG00000168310.12,-,55.53125
18834,chr6,119078647,FAM184A,ENSG00000111879.20,-,55.53125
23895,chr9,71911638,C9orf85,ENSG00000155621.15,+,55.53125
31057,chr11,130314908,ZBTB44,ENSG00000196323.14,-,55.53125
3338,chr1,32964809,RNF19B,ENSG00000116514.17,-,55.53125
3791,chr1,86396323,ODF2L,ENSG00000122417.16,-,55.53125
41700,chr17,57085245,AKAP1,ENSG00000121057.13,+,55.5625
15800,chr5,80256048,SERINC5,ENSG00000164300.17,-,55.5625
51345,chr22,42070830,NAGA,ENSG00000198951.12,-,55.5625
3298,chr1,31644876,PEF1,ENSG00000162517.13,-,55.5625
2362,chr1,201955502,TIMM17A,ENSG00000134375.11,+,55.5625
31983,chr12,67648777,DYRK2,ENSG00000127334.11,+,55.5625
19239,chr7,6590020,INTS15,ENSG00000146576.13,+,55.5625
45522,chr19,21020656,ZNF430,ENSG00000118620.13,+,55.5625
27989,chr11,31509769,ELP4,ENSG00000109911.19,+,55.5625
47059,chr19,9675058,ZNF562,ENSG00000171466.10,-,55.59375
31325,chr12,12813345,DDX47,ENSG00000213782.7,+,55.59375
40510,chr16,75464689,TMEM170A,ENSG00000166822.13,-,55.59375
16003,chr5,131797016,FNIP1,ENSG00000217128.13,-,55.59375
28652,chr11,66744768,C11orf80,ENSG00000173715.19,+,55.625
23206,chr8,89984671,NBN,ENSG00000104320.15,-,55.625
44803,chr19,984344,WDR18,ENSG00000065268.11,+,55.625
44963,chr19,4402639,CHAF1A,ENSG00000167670.16,+,55.625
46110,chr19,44643909,PVR,ENSG00000073008.16,+,55.625
21446,chr7,134316930,SLC35B4,ENSG00000205060.11,-,55.65625
24356,chr9,128552557,SPTAN1,ENSG00000197694.19,+,55.65625
23516,chr8,141308288,SLC45A4,ENSG00000022567.10,-,55.6875
40912,chr17,8288653,RANGRF,ENSG00000108961.14,+,55.6875
39621,chr16,89217709,ZNF778,ENSG00000170100.14,+,55.6875
29782,chr11,18106082,SAAL1,ENSG00000166788.10,-,55.6875
7112,chr2,18560653,RDH14,ENSG00000240857.2,-,55.6875
4947,chr1,224330121,NVL,ENSG00000143748.18,-,55.6875
7712,chr2,96034921,GPAT2,ENSG00000186281.13,-,55.6875
49473,chr20,33720319,PXMP4,ENSG00000101417.12,-,55.6875
23218,chr8,91040859,PIP4P2,ENSG00000155099.8,-,55.71875
30382,chr11,67469250,TMEM134,ENSG00000172663.9,-,55.71875
18849,chr6,125301967,HDDC2,ENSG00000111906.18,-,55.71875
22598,chr8,144104460,MAF1,ENSG00000179632.10,+,55.71875
53621,chrX,153599117,CCNQ,ENSG00000262919.8,-,55.71875
9069,chr3,39107703,TTC21A,ENSG00000168026.19,+,55.71875
44555,chr18,47150500,HDHD2,ENSG00000167220.12,-,55.71875
9000,chr3,33114013,CRTAP,ENSG00000170275.15,+,55.71875
28453,chr11,63939001,NAA40,ENSG00000110583.13,+,55.71875
18434,chr6,45377933,SUPT3H,ENSG00000196284.18,-,55.75
30281,chr11,65117701,ZNHIT2,ENSG00000174276.7,-,55.75
12083,chr4,6269848,WFS1,ENSG00000109501.15,+,55.75
26407,chr10,102854271,BORCS7-ASMT,ENSG00000270316.1,+,55.75
52719,chrX,7148153,PUDP,ENSG00000130021.15,-,55.75
11223,chr3,113515156,SPICE1,ENSG00000163611.11,-,55.75
18112,chr6,30717281,MDC1,ENSG00000137337.16,-,55.75
18205,chr6,32844020,PSMB8,ENSG00000204264.12,-,55.75
19555,chr7,55964584,NIPSNAP2,ENSG00000146729.10,+,55.75
20530,chr7,5513809,FBXL18,ENSG00000155034.21,-,55.75
32097,chr12,93377924,NUDT4,ENSG00000173598.14,+,55.78125
51441,chr22,50507684,LMF2,ENSG00000100258.18,-,55.78125
37163,chr15,69160634,GLCE,ENSG00000138604.10,+,55.78125
20515,chr7,2314441,SNX8,ENSG00000106266.11,-,55.78125
43555,chr17,67245183,HELZ,ENSG00000198265.12,-,55.78125
13899,chr4,145180589,OTUD4,ENSG00000164164.17,-,55.78125
41584,chr17,48831034,CALCOCO2,ENSG00000136436.15,+,55.78125
34443,chr13,23889400,MIPEP,ENSG00000027001.10,-,55.8125
38487,chr16,2223590,E4F1,ENSG00000167967.16,+,55.8125
41286,chr17,39688118,ERBB2,ENSG00000141736.14,+,55.8125
51421,chr22,50244971,TUBGCP6,ENSG00000128159.12,-,55.8125
39694,chr16,381978,PGAP6,ENSG00000129925.11,-,55.8125
3157,chr1,23168817,LUZP1,ENSG00000169641.15,-,55.8125
53757,chrY,12662367,USP9Y,ENSG00000114374.13,+,55.8125
30696,chr11,95789782,FAM76B,ENSG00000077458.13,-,55.8125
25695,chr10,15097330,RPP38,ENSG00000152464.15,+,55.84375
6800,chr2,230864941,ITM2C,ENSG00000135916.16,+,55.84375
25537,chr9,136483040,SEC16A,ENSG00000148396.19,-,55.84375
22200,chr8,67064422,CSPP1,ENSG00000104218.16,+,55.84375
13507,chr4,83284765,COQ2,ENSG00000173085.15,-,55.84375
5144,chr1,248859085,ZNF692,ENSG00000171163.16,-,55.84375
16396,chr5,172188224,STK10,ENSG00000072786.13,-,55.84375
36064,chr14,31457506,DTD2,ENSG00000129480.14,-,55.84375
39126,chr16,53704068,FTO,ENSG00000140718.22,+,55.875
20440,chr7,151086474,AGAP3,ENSG00000133612.20,+,55.875
2602,chr1,224929681,DNAH14,ENSG00000185842.16,+,55.875
51229,chr22,36776119,IFT27,ENSG00000100360.15,-,55.875
4364,chr1,155857214,GON4L,ENSG00000116580.20,-,55.875
40432,chr16,70251940,EXOSC6,ENSG00000223496.3,-,55.875
6709,chr2,219279365,DNAJB2,ENSG00000135924.17,+,55.875
2013,chr1,161314387,SDHC,ENSG00000143252.16,+,55.90625
4886,chr1,211579161,SLC30A1,ENSG00000170385.10,-,55.90625
25666,chr10,12068953,DHTKD1,ENSG00000181192.12,+,55.90625
17317,chr6,63635801,PHF3,ENSG00000118482.12,+,55.90625
43671,chr17,75779780,H3-3B,ENSG00000132475.10,-,55.90625
34060,chr13,32315507,BRCA2,ENSG00000139618.18,+,55.90625
10488,chr3,13420322,NUP210,ENSG00000132182.13,-,55.90625
7265,chr2,38377273,ATL2,ENSG00000119787.14,-,55.90625
31829,chr12,56041892,RPS26,ENSG00000197728.11,+,55.90625
44355,chr18,80034345,ENSG00000267127,ENSG00000267127.7,+,55.90625
25392,chr9,128276021,GOLGA2,ENSG00000167110.19,-,55.90625
566,chr1,28329039,MED18,ENSG00000130772.14,+,55.90625
38239,chr15,89690754,PEX11A,ENSG00000166821.9,-,55.9375
27339,chr10,102056193,ARMH3,ENSG00000120029.13,-,55.9375
7821,chr2,112433530,RGPD8,ENSG00000169629.12,-,55.96875
20773,chr7,44082485,POLM,ENSG00000122678.17,-,55.96875
222,chr1,11980443,MFN2,ENSG00000116688.18,+,55.96875
45418,chr19,17933014,CCDC124,ENSG00000007080.11,+,55.96875
14639,chr5,96936079,LNPEP,ENSG00000113441.16,+,56.0
25689,chr10,14878899,SUV39H2,ENSG00000152455.16,+,56.0
20695,chr7,30026702,FKBP14,ENSG00000106080.11,-,56.0
16749,chr6,27139281,H4C9,ENSG00000276180.2,+,56.0
29458,chr11,910810,CHID1,ENSG00000177830.18,-,56.0
38063,chr15,74696000,EDC3,ENSG00000179151.13,-,56.0
29362,chr11,126304059,DCPS,ENSG00000110063.10,+,56.0
41698,chr17,56978130,SCPEP1,ENSG00000121064.13,+,56.0
3379,chr1,35769978,CLSPN,ENSG00000092853.14,-,56.0
14777,chr5,131170988,LYRM7,ENSG00000186687.16,+,56.0
8529,chr2,223945299,ENSG00000286239,ENSG00000286239.1,-,56.0
50685,chr22,35648445,APOL6,ENSG00000221963.6,+,56.03125
28641,chr11,66616669,RBM14-RBM4,ENSG00000248643.5,+,56.03125
43056,chr17,42121367,KAT2A,ENSG00000108773.11,-,56.03125
38906,chr16,28863842,SH2B1,ENSG00000178188.16,+,56.0625
16047,chr5,133026549,ZCCHC10,ENSG00000155329.12,-,56.0625
9063,chr3,38453889,ACVR2B,ENSG00000114739.14,+,56.0625
18302,chr6,36874803,PPIL1,ENSG00000137168.8,-,56.0625
43082,chr17,42577729,PSMC3IP,ENSG00000131470.15,-,56.0625
46902,chr19,4182547,SIRT6,ENSG00000077463.15,-,56.0625
29778,chr11,18013028,SERGEF,ENSG00000129158.11,-,56.09375
35567,chr14,88824659,TTC8,ENSG00000165533.19,+,56.09375
24997,chr9,83921432,KIF27,ENSG00000165115.15,-,56.09375
15594,chr5,40798174,PRKAA1,ENSG00000132356.12,-,56.125
11160,chr3,98593611,CPOX,ENSG00000080819.9,-,56.125
33762,chr12,112108783,NAA25,ENSG00000111300.10,-,56.15625
26105,chr10,80408550,PRXL2A,ENSG00000122378.14,+,56.15625
33567,chr12,94459867,CEP83,ENSG00000173588.16,-,56.15625
33715,chr12,110048522,C12orf76,ENSG00000174456.16,-,56.15625
20551,chr7,6272624,CYTH3,ENSG00000008256.17,-,56.1875
41137,chr17,30378926,CPD,ENSG00000108582.12,+,56.1875
45996,chr19,41397822,BCKDHA,ENSG00000248098.12,+,56.21875
14311,chr5,55307988,MTREX,ENSG00000039123.16,+,56.21875
28750,chr11,71929045,RNF121,ENSG00000137522.18,+,56.21875
25026,chr9,86099558,GOLM1,ENSG00000135052.16,-,56.21875
45532,chr19,21358991,ZNF738,ENSG00000172687.14,+,56.21875
16882,chr6,30908220,GTF2H4,ENSG00000213780.11,+,56.21875
17333,chr6,70566929,SDHAF4,ENSG00000154079.6,+,56.21875
41819,chr17,63622424,MAP3K3,ENSG00000198909.8,+,56.25
17717,chr6,146543832,RAB32,ENSG00000118508.5,+,56.25
20498,chr7,975549,COX19,ENSG00000240230.6,-,56.25
34638,chr13,51453036,INTS6,ENSG00000102786.15,-,56.25
11222,chr3,113515151,ENSG00000285943,ENSG00000285943.1,-,56.25
3690,chr1,62688368,DOCK7,ENSG00000116641.18,-,56.28125
40444,chr16,70523550,COG4,ENSG00000103051.21,-,56.28125
36340,chr14,70600655,MED6,ENSG00000133997.12,-,56.28125
40866,chr17,7561918,SENP3,ENSG00000161956.14,+,56.28125
42713,chr17,21214161,TMEM11,ENSG00000178307.10,-,56.28125
23658,chr9,2015317,SMARCA2,ENSG00000080503.25,+,56.28125
22914,chr8,33513185,TTI2,ENSG00000129696.13,-,56.28125
42048,chr17,78168593,SYNGR2,ENSG00000108639.8,+,56.3125
36677,chr15,24954934,SNRPN,ENSG00000128739.23,+,56.3125
34837,chr14,20343636,PARP2,ENSG00000129484.14,+,56.3125
36792,chr15,40594248,KNL1,ENSG00000137812.21,+,56.3125
12773,chr4,129093699,C4orf33,ENSG00000151470.13,+,56.3125
47333,chr19,16660130,SMIM7,ENSG00000214046.9,-,56.34375
42160,chr17,81977630,ASPSCR1,ENSG00000169696.16,+,56.34375
45716,chr19,35612734,HAUS5,ENSG00000249115.9,+,56.34375
47195,chr19,12722572,TNPO2,ENSG00000105576.16,-,56.34375
912,chr1,45803611,MAST2,ENSG00000086015.23,+,56.375
4349,chr1,155244699,GBA1,ENSG00000177628.16,-,56.375
41708,chr17,57256542,MSI2,ENSG00000153944.12,+,56.375
1434,chr1,110339376,RBM15,ENSG00000162775.17,+,56.375
11912,chr3,196432430,UBXN7,ENSG00000163960.12,-,56.375
51102,chr22,28741806,CHEK2,ENSG00000183765.24,-,56.40625
45013,chr19,6372793,ALKBH7,ENSG00000125652.8,+,56.40625
51969,chrX,56563626,UBQLN2,ENSG00000188021.9,+,56.40625
5585,chr2,64524411,AFTPH,ENSG00000119844.17,+,56.40625
12502,chr4,78776349,BMP2K,ENSG00000138756.19,+,56.4375
19141,chr6,169702054,WDR27,ENSG00000184465.16,-,56.4375
46347,chr19,49929204,ATF5,ENSG00000169136.13,+,56.4375
5744,chr2,84971160,KCMF1,ENSG00000176407.18,+,56.4375
302,chr1,15847706,SPEN,ENSG00000065526.13,+,56.46875
30395,chr11,68004097,UNC93B1,ENSG00000110057.9,-,56.46875
44881,chr19,1905398,SCAMP4,ENSG00000227500.11,+,56.46875
39510,chr16,78099693,WWOX,ENSG00000186153.19,+,56.5
53289,chrX,101348742,TIMM8A,ENSG00000126953.8,-,56.5
45414,chr19,17859920,RPL18A,ENSG00000105640.13,+,56.5
40772,chr17,5486565,MIS12,ENSG00000167842.16,+,56.5
43228,chr17,46361750,ARL17B,ENSG00000228696.11,-,56.5
33920,chr12,124914650,UBC,ENSG00000150991.16,-,56.5
45061,chr19,7637126,STXBP2,ENSG00000076944.18,+,56.5
206,chr1,11736172,AGTRAP,ENSG00000177674.16,+,56.5
5179,chr2,8682055,ID2,ENSG00000115738.10,+,56.53125
34430,chr13,21604170,MICU2,ENSG00000165487.14,-,56.53125
40131,chr16,30096213,YPEL3,ENSG00000090238.12,-,56.5625
26392,chr10,102395704,NFKB2,ENSG00000077150.21,+,56.5625
45057,chr19,7629823,PET100,ENSG00000229833.11,+,56.5625
42922,chr17,39451263,MED1,ENSG00000125686.12,-,56.5625
3372,chr1,35557429,KIAA0319L,ENSG00000142687.19,-,56.5625
17424,chr6,89829938,CASP8AP2,ENSG00000118412.13,+,56.5625
10646,chr3,39107614,GORASP1,ENSG00000114745.15,-,56.5625
11958,chr3,197736904,RUBCN,ENSG00000145016.17,-,56.5625
33786,chr12,113966325,RBM19,ENSG00000122965.11,-,56.59375
22896,chr8,29263070,KIF13B,ENSG00000197892.13,-,56.59375
7207,chr2,27370334,EIF2B4,ENSG00000115211.17,-,56.59375
47332,chr19,16660104,ENSG00000268790,ENSG00000268790.5,-,56.625
10703,chr3,45842119,LZTFL1,ENSG00000163818.20,-,56.625
31557,chr12,48106117,PFKM,ENSG00000152556.17,+,56.625
25239,chr9,113401284,ALAD,ENSG00000148218.16,-,56.625
6445,chr2,196639714,CCDC150,ENSG00000144395.18,+,56.625
38839,chr16,22297426,POLR3E,ENSG00000058600.16,+,56.625
47180,chr19,12610813,ZNF490,ENSG00000188033.10,-,56.625
42749,chr17,28661906,SDF2,ENSG00000132581.10,-,56.625
42561,chr17,9575820,STX8,ENSG00000170310.15,-,56.65625
5411,chr2,37084517,GPATCH11,ENSG00000152133.17,+,56.65625
7119,chr2,19990105,WDR35,ENSG00000118965.16,-,56.65625
10685,chr3,43621984,ANO10,ENSG00000160746.13,-,56.65625
840,chr1,43650148,KDM4A,ENSG00000066135.13,+,56.6875
49324,chr20,3204682,DDRGK1,ENSG00000198171.13,-,56.6875
45353,chr19,16829406,SIN3B,ENSG00000127511.10,+,56.6875
52156,chrX,101098187,CENPI,ENSG00000102384.14,+,56.71875
19892,chr7,100119633,CNPY4,ENSG00000166997.8,+,56.71875
5479,chr2,46941223,TTC7A,ENSG00000068724.18,+,56.71875
36299,chr14,67600267,PIGH,ENSG00000100564.9,-,56.71875
27507,chr10,124418923,OAT,ENSG00000065154.12,-,56.71875
44854,chr19,1383903,NDUFS7,ENSG00000115286.21,+,56.71875
47471,chr19,23395471,ZNF91,ENSG00000167232.14,-,56.71875
37800,chr15,52180001,GNB5,ENSG00000069966.19,-,56.71875
16962,chr6,31897786,C2,ENSG00000166278.16,+,56.71875
26983,chr10,51699595,CSTF2T,ENSG00000177613.9,-,56.75
39702,chr16,684363,JMJD8,ENSG00000161999.13,-,56.75
47821,chr19,43527201,ETHE1,ENSG00000105755.8,-,56.75
39222,chr16,57735769,KATNB1,ENSG00000140854.13,+,56.75
8304,chr2,200963660,ORC2,ENSG00000115942.9,-,56.75
24074,chr9,99906708,STX17,ENSG00000136874.11,+,56.75
15354,chr5,177133772,NSD1,ENSG00000165671.22,+,56.78125
4372,chr1,155911351,RIT1,ENSG00000143622.12,-,56.78125
5022,chr1,231422287,EGLN1,ENSG00000135766.9,-,56.78125
27216,chr10,93702592,FRA10AC1,ENSG00000148690.12,-,56.78125
46264,chr19,48872420,PPP1R15A,ENSG00000087074.9,+,56.78125
15620,chr5,43515148,C5orf34,ENSG00000172244.9,-,56.8125
40427,chr16,69726560,NQO1,ENSG00000181019.13,-,56.8125
35140,chr14,49598939,LRR1,ENSG00000165501.17,+,56.8125
36308,chr14,68793067,ZFP36L1,ENSG00000185650.10,-,56.8125
22326,chr8,95024988,NDUFAF6,ENSG00000156170.14,+,56.84375
18231,chr6,33314212,TAPBP,ENSG00000231925.14,-,56.84375
36154,chr14,50668306,SAV1,ENSG00000151748.15,-,56.84375
17372,chr6,78867550,IRAK1BP1,ENSG00000146243.14,+,56.84375
51383,chr22,43143398,MCAT,ENSG00000100294.13,-,56.84375
3852,chr1,95072951,ALG14,ENSG00000172339.10,-,56.84375
2093,chr1,167721981,MPZL1,ENSG00000197965.12,+,56.84375
20562,chr7,6706923,ZNF12,ENSG00000164631.19,-,56.84375
20050,chr7,112206700,ZNF277,ENSG00000198839.10,+,56.875
33547,chr12,89709330,ATP2B1,ENSG00000070961.17,-,56.875
25786,chr10,31319124,ZEB1,ENSG00000148516.23,+,56.875
