,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
50458,chr22,21642301,SDF2L1,ENSG00000128228.5,+,166.0
35250,chr14,60091910,PCNX4,ENSG00000126773.13,+,166.0
7597,chr2,74529706,AUP1,ENSG00000115307.17,-,166.125
5541,chr2,58046714,VRK2,ENSG00000028116.18,+,166.125
43057,chr17,42154916,ENSG00000267261,ENSG00000267261.5,-,166.125
463,chr1,25430896,MACO1,ENSG00000204178.11,+,166.125
20713,chr7,32490361,LSM5,ENSG00000106355.10,-,166.125
18242,chr6,33580293,BAK1,ENSG00000030110.14,-,166.125
27191,chr10,89251775,LIPA,ENSG00000107798.18,-,166.125
23009,chr8,52714423,RB1CC1,ENSG00000023287.13,-,166.125
6223,chr2,168456271,CERS6,ENSG00000172292.15,+,166.125
12995,chr4,173370953,SAP30,ENSG00000164105.4,+,166.25
22820,chr8,22141853,REEP4,ENSG00000168476.12,-,166.25
9813,chr3,127672951,ABTB1,ENSG00000114626.18,+,166.25
17604,chr6,127266848,RNF146,ENSG00000118518.17,+,166.375
8426,chr2,214809642,BARD1,ENSG00000138376.11,-,166.375
39051,chr16,31180138,FUS,ENSG00000089280.19,+,166.375
47303,chr19,15419030,AKAP8L,ENSG00000011243.19,-,166.375
25328,chr9,124415442,PSMB7,ENSG00000136930.13,-,166.375
42927,chr17,39730532,MIEN1,ENSG00000141741.12,-,166.375
36406,chr14,75660876,ERG28,ENSG00000133935.7,-,166.375
1674,chr1,151254733,PSMD4,ENSG00000159352.16,+,166.375
13428,chr4,75990937,SDAD1,ENSG00000198301.12,-,166.375
18594,chr6,82247744,IBTK,ENSG00000005700.15,-,166.5
38970,chr16,29962103,TMEM219,ENSG00000149932.17,+,166.5
2998,chr1,9910269,CTNNBIP1,ENSG00000178585.15,-,166.5
17014,chr6,33200886,SLC39A7,ENSG00000112473.19,+,166.5
46848,chr19,2427586,TIMM13,ENSG00000099800.8,-,166.5
16672,chr6,20534480,CDKAL1,ENSG00000145996.11,+,166.5
10105,chr3,156674589,TIPARP,ENSG00000163659.13,+,166.5
9643,chr3,107522961,BBX,ENSG00000114439.19,+,166.5
50125,chr21,26170747,APP,ENSG00000142192.22,-,166.5
51000,chr22,19854874,GNB1L,ENSG00000185838.14,-,166.5
4010,chr1,114581615,BCAS2,ENSG00000116752.6,-,166.5
7189,chr2,27134636,PREB,ENSG00000138073.14,-,166.5
18262,chr6,34392669,NUDT3,ENSG00000272325.2,-,166.5
26048,chr10,73998115,VCL,ENSG00000035403.18,+,166.5
33967,chr13,19958782,ZMYM2,ENSG00000121741.17,+,166.5
39434,chr16,70523815,SF3B3,ENSG00000189091.13,+,166.625
34471,chr13,29595688,SLC7A1,ENSG00000139514.13,-,166.625
3801,chr1,88891567,GTF2B,ENSG00000137947.12,-,166.625
36308,chr14,68793067,ZFP36L1,ENSG00000185650.10,-,166.625
23089,chr8,67343781,ARFGEF1,ENSG00000066777.9,-,166.625
33663,chr12,105236174,APPL2,ENSG00000136044.12,-,166.625
52906,chrX,40735542,MED14,ENSG00000180182.11,-,166.625
2560,chr1,219173874,LYPLAL1,ENSG00000143353.12,+,166.625
35484,chr14,75661277,TTLL5,ENSG00000119685.20,+,166.625
51175,chr22,31750132,PRR14L,ENSG00000183530.14,-,166.625
48657,chr20,18507889,SEC23B,ENSG00000101310.17,+,166.75
9351,chr3,51385290,MANF,ENSG00000145050.19,+,166.75
42258,chr17,1456149,CRK,ENSG00000167193.8,-,166.75
19790,chr7,91940861,AKAP9,ENSG00000127914.19,+,166.75
46606,chr19,55643648,ZNF581,ENSG00000171425.10,+,166.75
24410,chr9,129803183,TOR1B,ENSG00000136816.16,+,166.75
16076,chr5,134632828,SAR1B,ENSG00000152700.14,-,166.75
33937,chr12,132687342,POLE,ENSG00000177084.19,-,166.75
35933,chr14,22919129,RBM23,ENSG00000100461.18,-,166.75
36004,chr14,24216065,MDP1,ENSG00000213920.9,-,166.75
6368,chr2,181457385,ITGA4,ENSG00000115232.14,+,166.75
26540,chr10,119651379,BAG3,ENSG00000151929.10,+,166.75
7481,chr2,68063009,C1D,ENSG00000197223.12,-,166.875
2059,chr1,163321953,NUF2,ENSG00000143228.13,+,166.875
24918,chr9,37785064,EXOSC3,ENSG00000107371.14,-,166.875
29090,chr11,112025430,DLAT,ENSG00000150768.17,+,166.875
38863,chr16,24729694,TNRC6A,ENSG00000090905.19,+,166.875
42937,chr17,39927601,ORMDL3,ENSG00000172057.10,-,166.875
12116,chr4,8440776,TRMT44,ENSG00000155275.19,+,167.0
16855,chr6,30617839,MRPS18B,ENSG00000204568.12,+,167.0
17504,chr6,110958705,GTF3C6,ENSG00000155115.7,+,167.0
2545,chr1,213051232,RPS6KC1,ENSG00000136643.12,+,167.0
43058,chr17,42155044,RAB5C,ENSG00000108774.15,-,167.0
4511,chr1,161069891,ARHGAP30,ENSG00000186517.14,-,167.125
15946,chr5,115544775,FEM1C,ENSG00000145780.8,-,167.125
23049,chr8,56993867,BPNT2,ENSG00000104331.9,-,167.125
43964,chr18,9475512,RALBP1,ENSG00000017797.13,+,167.125
10747,chr3,48088841,MAP4,ENSG00000047849.22,-,167.125
18141,chr6,31652393,BAG6,ENSG00000204463.14,-,167.125
16850,chr6,30557279,PRR3,ENSG00000204576.12,+,167.25
19210,chr7,4775622,AP5Z1,ENSG00000242802.9,+,167.25
52959,chrX,48897790,TIMM17B,ENSG00000126768.13,-,167.25
37657,chr15,41972557,EHD4,ENSG00000103966.11,-,167.25
1531,chr1,119711897,PHGDH,ENSG00000092621.13,+,167.25
22952,chr8,38996509,TM2D2,ENSG00000169490.17,-,167.375
25446,chr9,132354986,SETX,ENSG00000107290.14,-,167.375
10491,chr3,14178601,XPC,ENSG00000154767.15,-,167.375
50288,chr21,42879531,WDR4,ENSG00000160193.12,-,167.375
53518,chrX,135052135,RTL8A,ENSG00000203950.7,-,167.375
19795,chr7,92447481,GATAD1,ENSG00000157259.8,+,167.375
40025,chr16,20741818,THUMPD1,ENSG00000066654.14,-,167.5
23098,chr8,70669174,LACTB2,ENSG00000147592.9,-,167.5
3404,chr1,37514766,MEAF6,ENSG00000163875.16,-,167.5
3326,chr1,32650554,ZBTB8OS,ENSG00000176261.16,-,167.5
30062,chr11,57567672,UBE2L6,ENSG00000156587.16,-,167.5
20804,chr7,44490658,NUDCD3,ENSG00000015676.18,-,167.625
31627,chr12,50504984,DIP2B,ENSG00000066084.13,+,167.625
30150,chr11,62546806,AHNAK,ENSG00000124942.14,-,167.625
44357,chr18,80034465,RBFA,ENSG00000101546.13,+,167.625
9379,chr3,52198093,ALAS1,ENSG00000023330.15,+,167.625
25609,chr10,3067547,PFKP,ENSG00000067057.19,+,167.75
20917,chr7,73683453,DNAJC30,ENSG00000176410.8,-,167.75
11916,chr3,196568581,WDR53,ENSG00000185798.8,-,167.75
33346,chr12,56752323,PRIM1,ENSG00000198056.16,-,167.75
9698,chr3,113747034,ATP6V1A,ENSG00000114573.12,+,167.75
50137,chr21,28992877,LTN1,ENSG00000198862.14,-,167.75
21987,chr8,38105528,ASH2L,ENSG00000129691.16,+,167.75
43204,chr17,45051597,DCAKD,ENSG00000172992.13,-,167.875
20824,chr7,45111706,TBRG4,ENSG00000136270.14,-,168.0
16497,chr5,179907821,TBC1D9B,ENSG00000197226.13,-,168.0
29509,chr11,3057418,CARS1,ENSG00000110619.18,-,168.0
23396,chr8,116755823,EIF3H,ENSG00000147677.12,-,168.0
33821,chr12,120265771,PXN,ENSG00000089159.17,-,168.0
6071,chr2,130342876,IMP4,ENSG00000136718.10,+,168.125
13150,chr4,7068085,GRPEL1,ENSG00000109519.14,-,168.125
3631,chr1,53838296,NDC1,ENSG00000058804.12,-,168.125
48688,chr20,23350790,NXT1,ENSG00000132661.4,+,168.125
38449,chr16,1972052,TBL3,ENSG00000183751.16,+,168.25
50832,chr22,41833104,SREBF2,ENSG00000198911.13,+,168.25
10526,chr3,17742631,TBC1D5,ENSG00000131374.15,-,168.25
15995,chr5,131635212,RAPGEF6,ENSG00000158987.22,-,168.25
22285,chr8,89757815,RIPK2,ENSG00000104312.8,+,168.25
16458,chr5,177516961,DDX41,ENSG00000183258.12,-,168.375
36097,chr14,36320627,MBIP,ENSG00000151332.20,-,168.375
41243,chr17,37406885,TADA2A,ENSG00000276234.5,+,168.375
11413,chr3,129440009,MBD4,ENSG00000129071.10,-,168.375
34012,chr13,27251596,RPL21,ENSG00000122026.11,+,168.375
5056,chr1,236604504,HEATR1,ENSG00000119285.11,-,168.375
19035,chr6,151452158,RMND1,ENSG00000155906.20,-,168.375
37169,chr15,69414292,KIF23,ENSG00000137807.16,+,168.375
5902,chr2,105038068,MRPS9,ENSG00000135972.9,+,168.5
19209,chr7,4682294,FOXK1,ENSG00000164916.11,+,168.5
26424,chr10,104254891,GSTO1,ENSG00000148834.13,+,168.5
28734,chr11,70203295,FADD,ENSG00000168040.5,+,168.5
39831,chr16,3305430,TIGD7,ENSG00000140993.11,-,168.5
49241,chr20,64255747,PCMTD2,ENSG00000203880.13,+,168.5
31413,chr12,25195236,ETFRF1,ENSG00000205707.11,+,168.5
32435,chr12,121400118,RNF34,ENSG00000170633.17,+,168.625
50189,chr21,32612377,CFAP298,ENSG00000159079.19,-,168.625
28599,chr11,65961733,SART1,ENSG00000175467.15,+,168.625
50895,chr22,46335713,TRMU,ENSG00000100416.15,+,168.625
17103,chr6,37433220,CMTR1,ENSG00000137200.13,+,168.625
26034,chr10,73168118,FAM149B1,ENSG00000138286.15,+,168.625
15515,chr5,31532109,DROSHA,ENSG00000113360.17,-,168.625
51315,chr22,40819346,SLC25A17,ENSG00000100372.15,-,168.625
21451,chr7,135170795,CYREN,ENSG00000122783.17,-,168.625
51034,chr22,21630035,YDJC,ENSG00000161179.14,-,168.75
50781,chr22,39520562,ATF4,ENSG00000128272.18,+,168.75
2778,chr1,246724408,SCCPDH,ENSG00000143653.10,+,168.75
37800,chr15,52180001,GNB5,ENSG00000069966.19,-,168.75
41849,chr17,67717935,NOL11,ENSG00000130935.10,+,168.75
5388,chr2,32165840,SLC30A6,ENSG00000152683.14,+,168.75
36430,chr14,77761155,SNW1,ENSG00000100603.14,-,168.75
27163,chr10,80205537,ANXA11,ENSG00000122359.18,-,168.875
32988,chr12,42238287,YAF2,ENSG00000015153.15,-,168.875
8521,chr2,222656092,FARSB,ENSG00000116120.11,-,168.875
31399,chr12,22046217,CMAS,ENSG00000111726.13,+,168.875
16748,chr6,27133042,H2AC11,ENSG00000196787.4,+,168.875
45924,chr19,39971164,PSMC4,ENSG00000013275.8,+,168.875
38835,chr16,22206277,EEF2K,ENSG00000103319.12,+,168.875
51497,chrX,1591603,AKAP17A,ENSG00000197976.12,+,168.875
9254,chr3,47381020,PTPN23,ENSG00000076201.16,+,168.875
30058,chr11,57530754,TIMM10,ENSG00000134809.9,-,168.875
3072,chr1,16352480,FBXO42,ENSG00000037637.11,-,168.875
40993,chr17,18183827,ALKBH5,ENSG00000091542.9,+,168.875
19607,chr7,66740732,RABGEF1,ENSG00000154710.18,+,169.0
3232,chr1,26890283,GPN2,ENSG00000142751.15,-,169.0
12661,chr4,109815509,GAR1,ENSG00000109534.17,+,169.0
8357,chr2,203535335,RAPH1,ENSG00000173166.18,-,169.0
47021,chr19,8308350,CD320,ENSG00000167775.11,-,169.0
29807,chr11,18634342,SPTY2D1,ENSG00000179119.15,-,169.0
48920,chr20,43590936,IFT52,ENSG00000101052.13,+,169.0
49448,chr20,31722868,BCL2L1,ENSG00000171552.14,-,169.0
621,chr1,32179674,TXLNA,ENSG00000084652.16,+,169.0
37950,chr15,65517689,DPP8,ENSG00000074603.19,-,169.0
3126,chr1,20787307,HP1BP3,ENSG00000127483.19,-,169.0
12890,chr4,153466359,TMEM131L,ENSG00000121210.16,+,169.125
10884,chr3,50292429,IFRD2,ENSG00000214706.12,-,169.125
20760,chr7,42932214,ENSG00000256646,ENSG00000256646.8,-,169.125
29764,chr11,17207986,PIK3C2A,ENSG00000011405.14,-,169.125
37968,chr15,66497750,SNAPC5,ENSG00000174446.13,-,169.125
37714,chr15,44663662,SPG11,ENSG00000104133.16,-,169.125
49153,chr20,59940388,FAM217B,ENSG00000196227.11,+,169.125
53247,chrX,78139650,TAF9B,ENSG00000187325.5,-,169.125
38858,chr16,24539565,RBBP6,ENSG00000122257.20,+,169.125
22597,chr8,144095075,CYC1,ENSG00000179091.5,+,169.125
11401,chr3,129161036,ISY1-RAB43,ENSG00000261796.1,-,169.25
30193,chr11,62805440,NXF1,ENSG00000162231.14,-,169.25
27331,chr10,101818444,OGA,ENSG00000198408.14,-,169.25
50720,chr22,37686359,NOL12,ENSG00000273899.5,+,169.25
44361,chr18,268019,THOC1,ENSG00000079134.13,-,169.25
34445,chr13,24512778,PARP4,ENSG00000102699.6,-,169.25
19476,chr7,43583107,STK17A,ENSG00000164543.7,+,169.25
33316,chr12,56360203,STAT2,ENSG00000170581.15,-,169.25
20505,chr7,1504389,INTS1,ENSG00000164880.16,-,169.25
45212,chr19,11435634,PRKCSH,ENSG00000130175.10,+,169.25
39020,chr16,30698208,SRCAP,ENSG00000080603.17,+,169.375
11461,chr3,136196327,MSL2,ENSG00000174579.5,-,169.375
8265,chr2,196799683,GTF3C3,ENSG00000119041.11,-,169.375
51370,chr22,42649384,CYB5R3,ENSG00000100243.22,-,169.375
4969,chr1,225999343,SDE2,ENSG00000143751.10,-,169.375
8460,chr2,218659623,ZNF142,ENSG00000115568.16,-,169.375
33513,chr12,82358387,CCDC59,ENSG00000133773.12,-,169.5
27098,chr10,73252644,MRPS16,ENSG00000182180.14,-,169.5
25627,chr10,5684844,TASOR2,ENSG00000108021.22,+,169.5
49370,chr20,10434222,MKKS,ENSG00000125863.20,-,169.5
11519,chr3,142578733,ATR,ENSG00000175054.16,-,169.625
5814,chr2,96266224,CIAO1,ENSG00000144021.3,+,169.625
45272,chr19,13118263,NACC1,ENSG00000160877.7,+,169.625
39360,chr16,68085457,NFATC3,ENSG00000072736.19,+,169.625
17195,chr6,43517088,POLR1C,ENSG00000171453.20,+,169.625
12422,chr4,70688531,UTP3,ENSG00000132467.4,+,169.625
36970,chr15,48332209,DUT,ENSG00000128951.14,+,169.625
28646,chr11,66638702,RBM4,ENSG00000173933.21,+,169.625
28854,chr11,75399542,RPS3,ENSG00000149273.15,+,169.625
46293,chr19,49335426,CD37,ENSG00000104894.12,+,169.75
33064,chr12,48157569,ASB8,ENSG00000177981.11,-,169.75
13281,chr4,44726570,GNPDA2,ENSG00000163281.12,-,169.875
10160,chr3,161221310,NMD3,ENSG00000169251.13,+,169.875
38686,chr16,8797838,PMM2,ENSG00000140650.13,+,169.875
22986,chr8,42896723,RNF170,ENSG00000120925.16,-,169.875
53590,chrX,149938491,EOLA2,ENSG00000197021.9,-,169.875
20764,chr7,43729483,COA1,ENSG00000106603.20,-,169.875
14726,chr5,121961974,SRFBP1,ENSG00000151304.6,+,169.875
20397,chr7,150368791,REPIN1,ENSG00000214022.12,+,170.0
15472,chr5,7869031,FASTKD3,ENSG00000124279.12,-,170.0
12296,chr4,48341528,SLAIN2,ENSG00000109171.15,+,170.0
31852,chr12,56158355,MYL6,ENSG00000092841.19,+,170.0
11557,chr3,149086554,HLTF,ENSG00000071794.16,-,170.0
19512,chr7,45000200,CCM2,ENSG00000136280.17,+,170.0
5475,chr2,46617214,CRIPT,ENSG00000119878.6,+,170.0
45103,chr19,8390388,RAB11B,ENSG00000185236.12,+,170.0
14412,chr5,69189573,CENPH,ENSG00000153044.10,+,170.0
21493,chr7,139777998,HIPK2,ENSG00000064393.16,-,170.125
14065,chr4,184474558,IRF2,ENSG00000168310.12,-,170.125
26770,chr10,15168628,NMT2,ENSG00000152465.18,-,170.125
38749,chr16,15949615,ABCC1,ENSG00000103222.20,+,170.125
20697,chr7,30504829,GGCT,ENSG00000006625.18,-,170.125
24441,chr9,131125595,NUP214,ENSG00000126883.19,+,170.125
26392,chr10,102395704,NFKB2,ENSG00000077150.21,+,170.25
12347,chr4,55346332,ENSG00000288695,ENSG00000288695.1,+,170.25
1886,chr1,156591775,NAXE,ENSG00000163382.13,+,170.25
10953,chr3,52278649,WDR82,ENSG00000164091.12,-,170.25
45915,chr19,39480840,TIMM50,ENSG00000105197.11,+,170.25
41836,chr17,64506976,CEP95,ENSG00000258890.8,+,170.25
3658,chr1,54887167,DHCR24,ENSG00000116133.13,-,170.25
52670,chrX,155026843,FUNDC2,ENSG00000165775.18,+,170.25
39403,chr16,69565965,NFAT5,ENSG00000102908.23,+,170.25
33880,chr12,122422632,CLIP1,ENSG00000130779.22,-,170.375
53655,chrX,154097717,MECP2,ENSG00000169057.25,-,170.375
38428,chr16,1678276,JPT2,ENSG00000206053.13,+,170.375
16759,chr6,27865316,H2AC16,ENSG00000276903.2,+,170.375
32388,chr12,118016721,RFC5,ENSG00000111445.14,+,170.375
5628,chr2,69829659,GMCL1,ENSG00000087338.5,+,170.375
44477,chr18,31943128,TRAPPC8,ENSG00000153339.15,-,170.375
25524,chr9,136363744,DNLZ,ENSG00000213221.5,-,170.5
2717,chr1,235367415,TBCE,ENSG00000284770.2,+,170.5
51003,chr22,19854896,RTL10,ENSG00000215012.9,-,170.5
571,chr1,28505979,RCC1,ENSG00000180198.17,+,170.5
18405,chr6,43059434,MRPL2,ENSG00000112651.12,-,170.5
28549,chr11,65261931,POLA2,ENSG00000014138.10,+,170.5
25685,chr10,13586964,PRPF18,ENSG00000165630.15,+,170.5
51659,chrX,23783277,ENSG00000288706,ENSG00000288706.1,+,170.5
5359,chr2,28894666,WDR43,ENSG00000163811.12,+,170.5
38434,chr16,1706192,MAPK8IP3,ENSG00000138834.15,+,170.5
11724,chr3,171460408,TNIK,ENSG00000154310.17,-,170.5
1287,chr1,96721776,PTBP2,ENSG00000117569.20,+,170.5
19246,chr7,7182543,C1GALT1,ENSG00000106392.11,+,170.5
34061,chr13,32586451,PDS5B,ENSG00000083642.19,+,170.5
29949,chr11,45917877,PEX16,ENSG00000121680.16,-,170.5
11837,chr3,186806482,RFC4,ENSG00000163918.12,-,170.625
8236,chr2,190319826,HIBCH,ENSG00000198130.16,-,170.625
37680,chr15,43106113,UBR1,ENSG00000159459.12,-,170.625
19882,chr7,100015595,ZKSCAN1,ENSG00000106261.17,+,170.625
14705,chr5,119268691,TNFAIP8,ENSG00000145779.8,+,170.625
31108,chr12,1691069,ADIPOR2,ENSG00000006831.10,+,170.75
48664,chr20,18588053,DTD1,ENSG00000125821.13,+,170.875
14337,chr5,60945206,NDUFAF2,ENSG00000164182.12,+,170.875
291,chr1,15617457,DDI2,ENSG00000197312.13,+,170.875
37017,chr15,56918622,TCF12,ENSG00000140262.18,+,170.875
51766,chrX,46837042,RP2,ENSG00000102218.6,+,171.0
15034,chr5,141969104,RNF14,ENSG00000013561.18,+,171.0
19084,chr6,159693244,SOD2,ENSG00000291237.1,-,171.0
11463,chr3,136752403,STAG1,ENSG00000118007.13,-,171.0
27294,chr10,100186029,ERLIN1,ENSG00000107566.14,-,171.0
39628,chr16,89508402,SPG7,ENSG00000197912.16,+,171.0
36119,chr14,44961947,KLHL28,ENSG00000179454.14,-,171.125
10189,chr3,172750725,ECT2,ENSG00000114346.14,+,171.125
32294,chr12,110502199,RAD9B,ENSG00000151164.19,+,171.125
9670,chr3,111979025,ABHD10,ENSG00000144827.9,+,171.125
49738,chr20,59007230,CTSZ,ENSG00000101160.15,-,171.125
15219,chr5,163437594,CCNG1,ENSG00000113328.20,+,171.125
48700,chr20,25248084,PYGB,ENSG00000100994.12,+,171.25
51964,chrX,55717748,RRAGB,ENSG00000083750.13,+,171.25
10733,chr3,47282847,KIF9,ENSG00000088727.14,-,171.25
40377,chr16,67660277,ACD,ENSG00000102977.18,-,171.25
10314,chr3,185586294,SENP2,ENSG00000163904.13,+,171.25
39123,chr16,53434470,RBL2,ENSG00000103479.17,+,171.25
23597,chr8,144358472,FBXL6,ENSG00000182325.11,-,171.25
11584,chr3,150763169,SIAH2,ENSG00000181788.4,-,171.25
25313,chr9,122828588,PDCL,ENSG00000136940.14,-,171.375
49489,chr20,35092807,TRPC4AP,ENSG00000100991.12,-,171.375
7939,chr2,148020737,ORC4,ENSG00000115947.14,-,171.375
41444,chr17,44070856,G6PC3,ENSG00000141349.10,+,171.375
46225,chr19,47778702,SELENOW,ENSG00000178980.16,+,171.5
34136,chr13,46553199,LRCH1,ENSG00000136141.15,+,171.5
51377,chr22,43015149,PACSIN2,ENSG00000100266.19,-,171.5
2886,chr1,1659004,CDK11B,ENSG00000248333.9,-,171.5
18186,chr6,32192643,GPSM3,ENSG00000213654.10,-,171.5
7425,chr2,58241322,FANCL,ENSG00000115392.13,-,171.5
21689,chr8,6708641,AGPAT5,ENSG00000155189.12,+,171.5
27849,chr11,9573669,WEE1,ENSG00000166483.12,+,171.625
1363,chr1,108746673,STXBP3,ENSG00000116266.11,+,171.625
14302,chr5,53560638,NDUFS4,ENSG00000164258.12,+,171.75
25917,chr10,58335005,UBE2D1,ENSG00000072401.15,+,171.75
19348,chr7,26291935,SNX10,ENSG00000086300.17,+,171.75
5496,chr2,48314681,FOXN2,ENSG00000170802.17,+,171.75
36912,chr15,44427628,CTDSPL2,ENSG00000137770.14,+,171.75
52846,chrX,23743250,ACOT9,ENSG00000123130.17,-,171.75
7472,chr2,64144420,PELI1,ENSG00000197329.12,-,171.875
40276,chr16,56519977,BBS2,ENSG00000125124.14,-,171.875
43097,chr17,42824287,BECN1,ENSG00000126581.13,-,171.875
32671,chr12,6689454,ZNF384,ENSG00000126746.19,-,171.875
52418,chrX,135032354,RTL8C,ENSG00000134590.14,+,171.875
9076,chr3,39406719,RPSA,ENSG00000168028.15,+,171.875
11794,chr3,183884855,PARL,ENSG00000175193.14,-,171.875
3368,chr1,35193145,SFPQ,ENSG00000116560.12,-,171.875
25982,chr10,69318848,HK1,ENSG00000156515.25,+,172.0
11402,chr3,129161063,ISY1,ENSG00000240682.10,-,172.0
33915,chr12,124863865,SCARB1,ENSG00000073060.17,-,172.0
20605,chr7,17940494,SNX13,ENSG00000071189.21,-,172.0
11078,chr3,69052333,TMF1,ENSG00000144747.17,-,172.125
51307,chr22,39532748,RPS19BP1,ENSG00000187051.9,-,172.125
33206,chr12,53321596,AAAS,ENSG00000094914.14,-,172.125
17301,chr6,57090075,ZNF451,ENSG00000112200.17,+,172.125
14259,chr5,41925280,FBXO4,ENSG00000151876.13,+,172.125
1159,chr1,75786230,RABGGTB,ENSG00000137955.16,+,172.25
50182,chr21,32393012,URB1,ENSG00000142207.7,-,172.25
35141,chr14,49620798,MGAT2,ENSG00000168282.6,+,172.25
36245,chr14,60981079,TRMT5,ENSG00000126814.7,-,172.25
17486,chr6,109691264,FIG4,ENSG00000112367.12,+,172.25
44134,chr18,35041412,MAPRE2,ENSG00000166974.13,+,172.25
29109,chr11,112226431,PTS,ENSG00000150787.8,+,172.25
6589,chr2,208266277,PIKFYVE,ENSG00000115020.17,+,172.375
10630,chr3,38137125,ACAA1,ENSG00000060971.19,-,172.375
50553,chr22,28772673,CCDC117,ENSG00000159873.10,+,172.375
11789,chr3,183884889,ENSG00000283765,ENSG00000283765.1,-,172.375
11986,chr4,705783,PCGF3,ENSG00000185619.19,+,172.5
39736,chr16,1475038,CLCN7,ENSG00000103249.19,-,172.5
14591,chr5,87267882,RASA1,ENSG00000145715.15,+,172.5
45274,chr19,13150410,IER2,ENSG00000160888.7,+,172.5
12824,chr4,146175728,LSM6,ENSG00000164167.12,+,172.5
15372,chr5,177592202,TMED9,ENSG00000184840.12,+,172.5
15847,chr5,88883181,MEF2C,ENSG00000081189.17,-,172.5
33056,chr12,48106028,SENP1,ENSG00000079387.15,-,172.5
34374,chr13,113491042,TMCO3,ENSG00000150403.18,+,172.5
9811,chr3,127598410,MCM2,ENSG00000073111.14,+,172.625
33629,chr12,101830843,GNPTAB,ENSG00000111670.16,-,172.625
2941,chr1,3900272,C1orf174,ENSG00000198912.12,-,172.625
41608,chr17,49788692,KAT7,ENSG00000136504.15,+,172.625
34694,chr13,75537805,COMMD6,ENSG00000188243.14,-,172.625
30232,chr11,64246943,PPP1R14B,ENSG00000173457.11,-,172.625
29057,chr11,108665121,DDX10,ENSG00000178105.12,+,172.625
45334,chr19,16111888,RAB8A,ENSG00000167461.12,+,172.625
30405,chr11,68271973,C11orf24,ENSG00000171067.11,-,172.75
31455,chr12,28190455,CCDC91,ENSG00000123106.11,+,172.75
32204,chr12,103965871,TDG,ENSG00000139372.15,+,172.75
35592,chr14,92121968,CPSF2,ENSG00000165934.13,+,172.75
17099,chr6,37170151,PIM1,ENSG00000137193.14,+,172.75
26789,chr10,22003730,DNAJC1,ENSG00000136770.11,-,172.875
17168,chr6,43021622,RRP36,ENSG00000124541.7,+,172.875
50776,chr22,39502289,MIEF1,ENSG00000100335.15,+,172.875
50721,chr22,37686413,ENSG00000100101,ENSG00000100101.15,+,172.875
52905,chrX,40647521,CXorf38,ENSG00000185753.13,-,172.875
52643,chrX,154437153,GDI1,ENSG00000203879.12,+,173.0
37905,chr15,63833948,HERC1,ENSG00000103657.14,-,173.0
4917,chr1,217631082,GPATCH2,ENSG00000092978.11,-,173.0
20662,chr7,26864590,SKAP2,ENSG00000005020.13,-,173.0
22426,chr8,116766523,UTP23,ENSG00000147679.12,+,173.0
28577,chr11,65615775,PCNX3,ENSG00000197136.5,+,173.0
34879,chr14,22766687,OXA1L,ENSG00000155463.14,+,173.125
1747,chr1,153990761,RPS27,ENSG00000177954.14,+,173.125
28255,chr11,58579171,ZFP91-CNTF,ENSG00000255073.8,+,173.125
13673,chr4,101347471,PPP3CA,ENSG00000138814.17,-,173.125
49199,chr20,63520764,PPDPF,ENSG00000125534.10,+,173.125
50679,chr22,35299803,TOM1,ENSG00000100284.22,+,173.125
44069,chr18,24426669,IMPACT,ENSG00000154059.11,+,173.25
16603,chr6,10694971,PAK1IP1,ENSG00000111845.5,+,173.25
37351,chr15,82262809,SAXO2,ENSG00000188659.10,+,173.25
48993,chr20,45812673,UBE2C,ENSG00000175063.17,+,173.25
4588,chr1,167553762,CREG1,ENSG00000143162.9,-,173.25
25423,chr9,129835275,C9orf78,ENSG00000136819.15,-,173.25
39452,chr16,71895542,IST1,ENSG00000182149.21,+,173.375
21638,chr7,156893183,LMBR1,ENSG00000105983.23,-,173.375
33717,chr12,110403730,ANAPC7,ENSG00000196510.14,-,173.375
35831,chr14,105419891,MTA1,ENSG00000182979.18,+,173.375
31210,chr12,6867530,TPI1,ENSG00000111669.15,+,173.5
23991,chr9,88388443,SPIN1,ENSG00000106723.17,+,173.5
19840,chr7,98878531,TRRAP,ENSG00000196367.15,+,173.5
38477,chr16,2155697,TRAF7,ENSG00000131653.14,+,173.5
7502,chr2,69437435,NFU1,ENSG00000169599.13,-,173.5
35781,chr14,103562962,COA8,ENSG00000256053.9,+,173.5
5949,chr2,109794304,RGPD5,ENSG00000015568.13,+,173.5
49672,chr20,50153723,PEDS1,ENSG00000240849.11,-,173.625
1275,chr1,94418388,ABCD3,ENSG00000117528.14,+,173.625
27544,chr10,131981967,BNIP3,ENSG00000176171.12,-,173.625
9395,chr3,52455603,NISCH,ENSG00000010322.16,+,173.625
40811,chr17,7252055,ELP5,ENSG00000170291.16,+,173.625
16316,chr5,151758656,ATOX1,ENSG00000177556.12,-,173.625
20042,chr7,107891173,DLD,ENSG00000091140.15,+,173.625
