,Chromosome,Start,gene_name,gene_id,Strand,K562
45979,chr19,41264371,HNRNPUL1,ENSG00000105323.18,+,158.28038024902344
27155,chr10,78029515,POLR3A,ENSG00000148606.15,-,158.30035400390625
45343,chr19,16197933,AP1M1,ENSG00000072958.9,+,158.31045532226562
7914,chr2,135876443,MCM6,ENSG00000076003.5,-,158.3184814453125
50448,chr22,21417370,HIC2,ENSG00000169635.10,+,158.33383178710938
53815,chrY,13479991,UTY,ENSG00000183878.16,-,158.36480712890625
28127,chr11,47248915,NR1H3,ENSG00000025434.19,+,158.36643981933594
2226,chr1,179882695,TOR1AIP1,ENSG00000143337.19,+,158.36891174316406
45488,chr19,19192910,RFXANK,ENSG00000064490.14,+,158.39166259765625
14167,chr5,14664717,OTULIN,ENSG00000154124.6,+,158.3921356201172
16881,chr6,30908206,GTF2H4,ENSG00000213780.11,+,158.50364685058594
16747,chr6,26596952,ABT1,ENSG00000146109.5,+,158.52059936523438
14068,chr4,184649447,CASP3,ENSG00000164305.20,-,158.692138671875
15579,chr5,39074395,RICTOR,ENSG00000164327.14,-,158.69735717773438
49490,chr20,35147319,EDEM2,ENSG00000088298.13,-,158.6987762451172
19865,chr7,99558668,ZNF655,ENSG00000197343.11,+,158.8050537109375
40445,chr16,70686053,MTSS2,ENSG00000132613.16,-,158.84329223632812
30339,chr11,66371760,SLC29A2,ENSG00000174669.12,-,158.87698364257812
4198,chr1,151165948,LYSMD1,ENSG00000163155.12,-,158.91030883789062
1363,chr1,108746673,STXBP3,ENSG00000116266.11,+,158.91546630859375
2259,chr1,183472501,SMG7,ENSG00000116698.22,+,158.98321533203125
1606,chr1,149852607,H3C15,ENSG00000203852.4,+,159.0513916015625
40385,chr16,67806560,RANBP10,ENSG00000141084.12,-,159.07176208496094
18234,chr6,33322959,DAXX,ENSG00000204209.13,-,159.08741760253906
21434,chr7,130668705,COPG2,ENSG00000158623.14,-,159.25828552246094
39472,chr16,74999023,ZNRF1,ENSG00000186187.12,+,159.32826232910156
37193,chr15,72474329,ARIH1,ENSG00000166233.15,+,159.3302001953125
10397,chr3,197960256,LMLN,ENSG00000185621.11,+,159.3343048095703
32294,chr12,110502199,RAD9B,ENSG00000151164.19,+,159.37249755859375
4980,chr1,227735411,JMJD4,ENSG00000081692.13,-,159.43048095703125
6472,chr2,200526166,SGO2,ENSG00000163535.18,+,159.43133544921875
16830,chr6,30067204,PPP1R11,ENSG00000204619.8,+,159.44647216796875
38058,chr15,74461102,UBL7,ENSG00000138629.16,-,159.54190063476562
10985,chr3,53130453,RFT1,ENSG00000163933.10,-,159.55287170410156
46193,chr19,46347086,PPP5C,ENSG00000011485.15,+,159.55386352539062
5099,chr1,246507279,SMYD3,ENSG00000185420.19,-,159.66363525390625
40469,chr16,71808834,AP1G1,ENSG00000166747.13,-,159.68194580078125
30192,chr11,62805470,NXF1,ENSG00000162231.14,-,159.77239990234375
6049,chr2,126656157,GYPC,ENSG00000136732.16,+,159.81272888183594
38087,chr15,75451590,SIN3A,ENSG00000169375.17,-,159.8938751220703
23728,chr9,19049426,RRAGA,ENSG00000155876.6,+,159.93492126464844
40874,chr17,7583827,MPDU1,ENSG00000129255.16,+,160.05111694335938
52404,chrX,134460164,HPRT1,ENSG00000165704.15,+,160.07322692871094
30409,chr11,68751460,TESMIN,ENSG00000132749.11,-,160.134521484375
38323,chr16,176679,HBA1,ENSG00000206172.8,+,160.15478515625
40426,chr16,69726506,NQO1,ENSG00000181019.13,-,160.19894409179688
16111,chr5,138178669,BRD8,ENSG00000112983.18,-,160.20736694335938
22434,chr8,117520712,MED30,ENSG00000164758.7,+,160.2383270263672
1039,chr1,61082560,NFIA,ENSG00000162599.18,+,160.2547149658203
19274,chr7,12687632,ARL4A,ENSG00000122644.13,+,160.2579803466797
4893,chr1,212035536,INTS7,ENSG00000143493.13,-,160.25807189941406
39427,chr16,70299161,DDX19B,ENSG00000157349.17,+,160.26353454589844
17103,chr6,37433220,CMTR1,ENSG00000137200.13,+,160.26756286621094
50198,chr21,33479974,TMEM50B,ENSG00000142188.17,-,160.31442260742188
27171,chr10,86521792,WAPL,ENSG00000062650.20,-,160.33547973632812
43674,chr17,75844350,UNC13D,ENSG00000092929.13,-,160.34584045410156
50577,chr22,29603587,NF2,ENSG00000186575.19,+,160.3708038330078
36073,chr14,34630160,SNX6,ENSG00000129515.20,-,160.37747192382812
10383,chr3,196867919,SENP5,ENSG00000119231.11,+,160.39764404296875
29685,chr11,9265350,DENND5A,ENSG00000184014.9,-,160.4149169921875
52314,chrX,118346142,WDR44,ENSG00000131725.14,+,160.44003295898438
51117,chr22,29553757,THOC5,ENSG00000100296.14,-,160.4747314453125
44319,chr18,74148522,TIMM21,ENSG00000075336.12,+,160.51837158203125
51025,chr22,21002118,THAP7,ENSG00000184436.12,-,160.53665161132812
49030,chr20,48921710,ARFGEF2,ENSG00000124198.10,+,160.55154418945312
42523,chr17,8210575,AURKB,ENSG00000178999.13,-,160.5889892578125
20040,chr7,107744154,CBLL1,ENSG00000105879.13,+,160.67869567871094
10908,chr3,50350775,NPRL2,ENSG00000114388.14,-,160.68673706054688
10954,chr3,52410008,BAP1,ENSG00000163930.10,-,160.70965576171875
37139,chr15,67254785,IQCH,ENSG00000103599.20,+,160.72772216796875
36701,chr15,30626128,ENSG00000284906,ENSG00000284906.3,+,160.73672485351562
45547,chr19,22634323,ZNF492,ENSG00000229676.3,+,160.93313598632812
14665,chr5,110739006,SLC25A46,ENSG00000164209.17,+,160.93475341796875
50620,chr22,30969264,TUG1,ENSG00000253352.10,+,160.968505859375
43095,chr17,42798704,COA3,ENSG00000183978.8,-,161.04592895507812
16755,chr6,27815021,H2BC14,ENSG00000273703.2,+,161.06790161132812
19647,chr7,74083803,LIMK1,ENSG00000106683.15,+,161.1041259765625
26159,chr10,86958598,SNCG,ENSG00000173267.14,+,161.12664794921875
44881,chr19,1905398,SCAMP4,ENSG00000227500.11,+,161.22523498535156
7094,chr2,10689958,NOL10,ENSG00000115761.17,-,161.23556518554688
10620,chr3,36993131,EPM2AIP1,ENSG00000178567.8,-,161.27655029296875
4133,chr1,149841208,H3C14,ENSG00000203811.2,-,161.31246948242188
22921,chr8,37849861,BRF2,ENSG00000104221.13,-,161.338134765625
26179,chr10,87863558,ENSG00000289051,ENSG00000289051.1,+,161.38084411621094
41825,chr17,63774189,DDX42,ENSG00000198231.14,+,161.42845153808594
51591,chrX,13734747,OFD1,ENSG00000046651.16,+,161.46749877929688
8090,chr2,169573832,FASTKD1,ENSG00000138399.18,-,161.4788818359375
20392,chr7,150323262,LRRC61,ENSG00000127399.15,+,161.5262451171875
51647,chrX,21839653,MBTPS2,ENSG00000012174.12,+,161.5303955078125
45956,chr19,40751202,SNRPA,ENSG00000077312.9,+,161.5336456298828
26484,chr10,112447214,VTI1A,ENSG00000151532.15,+,161.61590576171875
12534,chr4,86935010,AFF1,ENSG00000172493.23,+,161.6161651611328
29991,chr11,47553117,CELF1,ENSG00000149187.19,-,161.62562561035156
23609,chr8,144517833,RECQL4,ENSG00000160957.15,-,161.6321258544922
39998,chr16,18801519,ENSG00000260342,ENSG00000260342.2,-,161.63316345214844
39430,chr16,70299223,ENSG00000260537,ENSG00000260537.2,+,161.6592254638672
29308,chr11,124622863,TBRG1,ENSG00000154144.13,+,161.66928100585938
15423,chr5,180494378,CNOT6,ENSG00000113300.13,+,161.6975555419922
44431,chr18,21600704,ESCO1,ENSG00000141446.11,-,161.7322998046875
32625,chr12,4649051,AKAP3,ENSG00000111254.8,-,161.7345428466797
39069,chr16,31527899,AHSP,ENSG00000169877.10,+,161.7458038330078
49344,chr20,4015545,RNF24,ENSG00000101236.17,-,161.79965209960938
21949,chr8,30744189,UBXN8,ENSG00000104691.16,+,161.8208770751953
47320,chr19,16471970,EPS15L1,ENSG00000127527.14,-,161.85015869140625
36659,chr15,22838658,NIPA2,ENSG00000140157.16,+,161.87110900878906
34613,chr13,48001279,SUCLA2,ENSG00000136143.16,-,161.9008331298828
24424,chr9,130579576,FUBP3,ENSG00000107164.17,+,161.97711181640625
51294,chr22,38755999,SUN2,ENSG00000100242.16,-,162.0377655029297
35733,chr14,102139896,WDR20,ENSG00000140153.18,+,162.13563537597656
13927,chr4,151015267,LRBA,ENSG00000198589.15,-,162.19305419921875
29408,chr11,207383,BET1L,ENSG00000177951.18,-,162.21823120117188
16155,chr5,140557473,SRA1,ENSG00000213523.12,-,162.25672912597656
44555,chr18,47150500,HDHD2,ENSG00000167220.12,-,162.40513610839844
44691,chr18,63367200,KDSR,ENSG00000119537.18,-,162.4096221923828
51784,chrX,47233008,USP11,ENSG00000102226.10,+,162.42849731445312
21514,chr7,141014966,MRPS33,ENSG00000090263.16,-,162.47372436523438
32009,chr12,69359709,YEATS4,ENSG00000127337.7,+,162.49046325683594
43750,chr17,78840781,USP36,ENSG00000055483.20,-,162.52078247070312
43787,chr17,81295307,SLC38A10,ENSG00000157637.13,-,162.57510375976562
39298,chr16,67192154,E2F4,ENSG00000205250.9,+,162.662353515625
32493,chr12,123458138,SNRNP35,ENSG00000184209.15,+,162.7238006591797
38321,chr16,172875,HBA2,ENSG00000188536.13,+,162.82151794433594
455,chr1,24745446,CLIC4,ENSG00000169504.15,+,162.82553100585938
49537,chr20,36951681,SAMHD1,ENSG00000101347.11,-,162.8621826171875
29764,chr11,17207986,PIK3C2A,ENSG00000011405.14,-,162.88430786132812
2919,chr1,2391707,MORN1,ENSG00000116151.14,-,162.92303466796875
39254,chr16,66552612,CKLF-CMTM1,ENSG00000254788.7,+,162.96823120117188
36764,chr15,39934145,EIF2AK4,ENSG00000128829.12,+,162.97427368164062
30850,chr11,114400511,C11orf71,ENSG00000180425.11,-,163.01136779785156
4702,chr1,184974508,NIBAN1,ENSG00000135842.17,-,163.07948303222656
50790,chr22,39946816,GRAP2,ENSG00000100351.17,+,163.0830535888672
6749,chr2,223957462,MRPL44,ENSG00000135900.4,+,163.1167755126953
3674,chr1,58700072,MYSM1,ENSG00000162601.12,-,163.17237854003906
48876,chr20,38033745,RPRD1B,ENSG00000101413.12,+,163.238525390625
29144,chr11,114400681,ENSG00000255663,ENSG00000255663.1,+,163.24855041503906
38858,chr16,24539565,RBBP6,ENSG00000122257.20,+,163.42218017578125
18044,chr6,26234987,H1-3,ENSG00000124575.7,-,163.42990112304688
9424,chr3,56557187,CCDC66,ENSG00000180376.17,+,163.5328369140625
20935,chr7,75073802,RCC1L,ENSG00000274523.5,-,163.6112060546875
13800,chr4,121870450,BBS7,ENSG00000138686.10,-,163.6596221923828
10267,chr3,184249694,EEF1AKMT4-ECE2,ENSG00000284917.1,+,163.68069458007812
36720,chr15,32615447,ARHGAP11A-SCG5,ENSG00000288864.1,+,163.68212890625
31210,chr12,6867530,TPI1,ENSG00000111669.15,+,163.71795654296875
3340,chr1,33036883,AK2,ENSG00000004455.18,-,163.72711181640625
2229,chr1,180154868,QSOX1,ENSG00000116260.17,+,163.78607177734375
27280,chr10,98446913,HPS1,ENSG00000107521.21,-,163.88287353515625
48534,chr20,3846833,MAVS,ENSG00000088888.18,+,163.92044067382812
38748,chr16,15949576,ABCC1,ENSG00000103222.20,+,163.9266815185547
42480,chr17,7484263,ZBTB4,ENSG00000174282.12,-,164.00692749023438
27183,chr10,87863533,KLLN,ENSG00000227268.5,-,164.0165252685547
32538,chr12,131711136,SFSWAP,ENSG00000061936.10,+,164.07835388183594
33057,chr12,48106079,SENP1,ENSG00000079387.15,-,164.2106170654297
39028,chr16,30762321,RNF40,ENSG00000103549.22,+,164.23780822753906
12345,chr4,55346241,SRD5A3,ENSG00000128039.13,+,164.32748413085938
24478,chr9,133031003,GTF3C5,ENSG00000148308.18,+,164.4036102294922
49468,chr20,33401517,CDK5RAP1,ENSG00000101391.21,-,164.41275024414062
21096,chr7,95435028,PON2,ENSG00000105854.13,-,164.4629669189453
27943,chr11,20363742,HTATIP2,ENSG00000109854.14,+,164.4761199951172
10573,chr3,25783424,NGLY1,ENSG00000151092.18,-,164.6259765625
7289,chr2,39779258,THUMPD2,ENSG00000138050.15,-,164.637451171875
1672,chr1,151198552,PIP5K1A,ENSG00000143398.20,+,164.73593139648438
39251,chr16,66552568,CKLF,ENSG00000217555.13,+,164.7362823486328
42673,chr17,18315007,TOP3A,ENSG00000177302.15,-,164.75128173828125
39641,chr16,89657739,SPATA33,ENSG00000167523.15,+,164.80552673339844
21529,chr7,142962363,KEL,ENSG00000197993.9,-,164.85775756835938
11358,chr3,125520202,SNX4,ENSG00000114520.11,-,164.91485595703125
40001,chr16,18801547,ARL6IP1,ENSG00000170540.15,-,164.9186553955078
35907,chr14,21456123,CHD8,ENSG00000100888.15,-,164.96981811523438
49471,chr20,33686385,E2F1,ENSG00000101412.13,-,164.97756958007812
4660,chr1,179877799,TOR1AIP2,ENSG00000169905.13,-,165.07028198242188
6018,chr2,119223830,STEAP3,ENSG00000115107.20,+,165.21023559570312
22980,chr8,42541512,SLC20A2,ENSG00000168575.10,-,165.25112915039062
7276,chr2,38875934,DHX57,ENSG00000163214.21,-,165.26792907714844
9004,chr3,33798629,PDCD6IP,ENSG00000170248.15,+,165.32342529296875
30090,chr11,59615774,OSBP,ENSG00000110048.12,-,165.36534118652344
46816,chr19,1652591,TCF3,ENSG00000071564.19,-,165.3734893798828
31806,chr12,55818043,ORMDL2,ENSG00000123353.10,+,165.49234008789062
40719,chr17,3723902,HASPIN,ENSG00000177602.5,+,165.5966796875
48517,chr20,3046051,MRPS26,ENSG00000125901.6,+,165.61306762695312
39600,chr16,88453279,ZFPM1,ENSG00000179588.9,+,165.66458129882812
7927,chr2,144520102,ZEB2,ENSG00000169554.23,-,165.76467895507812
45599,chr19,33081180,GPATCH1,ENSG00000076650.7,+,165.7926788330078
36700,chr15,30626127,ARHGAP11B,ENSG00000285077.4,+,165.81033325195312
53236,chrX,77786216,ATRX,ENSG00000085224.23,-,165.83404541015625
48625,chr20,17969017,MGME1,ENSG00000125871.14,+,165.8462371826172
39753,chr16,1872164,MEIOB,ENSG00000162039.18,-,165.88772583007812
43056,chr17,42121367,KAT2A,ENSG00000108773.11,-,165.96612548828125
38849,chr16,23557726,UBFD1,ENSG00000103353.16,+,165.97003173828125
20144,chr7,127588410,ARF5,ENSG00000004059.11,+,165.9948272705078
33355,chr12,57078763,NEMP1,ENSG00000166881.10,-,166.00868225097656
9073,chr3,39383369,SLC25A38,ENSG00000144659.13,+,166.0305938720703
18113,chr6,30742687,FLOT1,ENSG00000137312.15,-,166.095947265625
17804,chr6,158168356,GTF2H5,ENSG00000272047.4,+,166.10968017578125
34709,chr13,79406221,RBM26,ENSG00000139746.16,-,166.1421356201172
2079,chr1,166839474,POGK,ENSG00000143157.12,+,166.21783447265625
16044,chr5,132963634,AFF4,ENSG00000072364.13,-,166.25942993164062
21352,chr7,121396308,FAM3C,ENSG00000196937.11,-,166.2769775390625
12672,chr4,112231786,AP1AR,ENSG00000138660.12,+,166.2955322265625
48663,chr20,18587963,DTD1,ENSG00000125821.13,+,166.3065643310547
32214,chr12,104456947,CHST11,ENSG00000171310.11,+,166.31309509277344
183,chr1,10474949,PEX14,ENSG00000142655.13,+,166.33734130859375
36119,chr14,44961947,KLHL28,ENSG00000179454.14,-,166.3998260498047
7248,chr2,36966536,STRN,ENSG00000115808.13,-,166.4190673828125
20895,chr7,72828174,TYW1B,ENSG00000277149.5,-,166.4793243408203
1227,chr1,86704894,SH3GLB1,ENSG00000097033.15,+,166.5060272216797
8236,chr2,190319826,HIBCH,ENSG00000198130.16,-,166.50978088378906
52065,chrX,71578436,GCNA,ENSG00000147174.12,+,166.5532989501953
14835,chr5,134874370,TXNDC15,ENSG00000113621.15,+,166.57412719726562
46380,chr19,50723363,CLEC11A,ENSG00000105472.14,+,166.60031127929688
16003,chr5,131797016,FNIP1,ENSG00000217128.13,-,166.7137451171875
45352,chr19,16829397,SIN3B,ENSG00000127511.10,+,166.7238006591797
25685,chr10,13586964,PRPF18,ENSG00000165630.15,+,166.7429962158203
34258,chr13,79481239,NDFIP2,ENSG00000102471.16,+,166.81362915039062
49316,chr20,2840655,PCED1A,ENSG00000132635.17,-,166.81991577148438
43889,chr17,82450728,CYBC1,ENSG00000178927.19,-,166.83128356933594
12369,chr4,56907899,REST,ENSG00000084093.19,+,166.85821533203125
4231,chr1,151909511,THEM4,ENSG00000159445.13,-,166.9229736328125
21409,chr7,129054883,TNPO3,ENSG00000064419.14,-,166.9998016357422
47214,chr19,13102858,LYL1,ENSG00000104903.5,-,167.00238037109375
20725,chr7,35695135,HERPUD2,ENSG00000122557.11,-,167.02850341796875
23002,chr8,51899113,PCMTD1,ENSG00000168300.14,-,167.04798889160156
47138,chr19,11529172,ECSIT,ENSG00000130159.15,-,167.0772705078125
21630,chr7,152676193,XRCC2,ENSG00000196584.4,-,167.13331604003906
16904,chr6,31158588,TCF19,ENSG00000137310.13,+,167.15745544433594
20744,chr7,38909191,VPS41,ENSG00000006715.16,-,167.17236328125
49247,chr20,462516,TBC1D20,ENSG00000125875.15,-,167.19517517089844
24812,chr9,33473924,NOL6,ENSG00000165271.17,-,167.19744873046875
42289,chr17,2511888,METTL16,ENSG00000127804.13,-,167.24087524414062
19664,chr7,74657757,GTF2I,ENSG00000263001.8,+,167.281005859375
5179,chr2,8682055,ID2,ENSG00000115738.10,+,167.35235595703125
33382,chr12,57520480,ENSG00000285133,ENSG00000285133.1,-,167.35879516601562
5574,chr2,63840997,UGP2,ENSG00000169764.16,+,167.42398071289062
51821,chrX,48696733,SUV39H1,ENSG00000101945.17,+,167.471923828125
5413,chr2,37196495,CEBPZOS,ENSG00000218739.10,+,167.54698181152344
25901,chr10,50067906,WASHC2A,ENSG00000099290.17,+,167.58697509765625
27513,chr10,124791887,EEF1AKMT2,ENSG00000203791.15,-,167.5876007080078
5158,chr2,3379693,TRAPPC12,ENSG00000171853.16,+,167.6216278076172
5457,chr2,44168850,ENSG00000285542,ENSG00000285542.1,+,167.63082885742188
45443,chr19,18386157,GDF15,ENSG00000130513.7,+,167.63314819335938
36016,chr14,24271597,RABGGTA,ENSG00000100949.15,-,167.66867065429688
317,chr1,16440720,NECAP2,ENSG00000157191.20,+,167.7436981201172
47728,chr19,41439936,DMAC2,ENSG00000105341.19,-,167.7908172607422
52973,chrX,48957631,OTUD5,ENSG00000068308.15,-,167.79550170898438
2685,chr1,230979093,ARV1,ENSG00000173409.14,+,167.92837524414062
5004,chr1,229626122,TAF5L,ENSG00000135801.11,-,167.97406005859375
49767,chr20,62937952,DIDO1,ENSG00000101191.17,-,167.98873901367188
284,chr1,15409887,EFHD2,ENSG00000142634.13,+,168.00291442871094
21887,chr8,25459198,CDCA2,ENSG00000184661.14,+,168.00868225097656
40405,chr16,68023232,DDX28,ENSG00000182810.7,-,168.01470947265625
34615,chr13,48095104,MED4,ENSG00000136146.15,-,168.01744079589844
45058,chr19,7629818,ENSG00000268400,ENSG00000268400.6,+,168.12490844726562
5330,chr2,27583041,ZNF512,ENSG00000243943.10,+,168.17169189453125
32177,chr12,101280104,UTP20,ENSG00000120800.5,+,168.232177734375
51105,chr22,28741806,CHEK2,ENSG00000183765.24,-,168.31524658203125
7314,chr2,43596007,THADA,ENSG00000115970.19,-,168.33282470703125
16765,chr6,28141882,ZKSCAN8,ENSG00000198315.11,+,168.34567260742188
24404,chr9,129626152,NTMT1,ENSG00000148335.15,+,168.35818481445312
45466,chr19,18588795,REX1BD,ENSG00000006015.18,+,168.39013671875
6178,chr2,157257704,GALNT5,ENSG00000136542.9,+,168.4228057861328
1319,chr1,100133149,TRMT13,ENSG00000122435.11,+,168.43907165527344
37009,chr15,55319221,PIGB,ENSG00000069943.10,+,168.49224853515625
24982,chr9,76394426,RFK,ENSG00000135002.12,-,168.58944702148438
45718,chr19,35629035,RBM42,ENSG00000126254.12,+,168.61148071289062
18298,chr6,36547479,STK38,ENSG00000112079.9,-,168.67144775390625
17152,chr6,42564028,UBR2,ENSG00000024048.11,+,168.7412872314453
3559,chr1,46719114,EFCAB14,ENSG00000159658.15,-,168.7881317138672
32434,chr12,121400117,RNF34,ENSG00000170633.17,+,168.93447875976562
10521,chr3,16264943,DPH3,ENSG00000154813.10,-,168.94676208496094
16699,chr6,26020450,H3C1,ENSG00000275714.2,+,169.06455993652344
31556,chr12,48105922,PFKM,ENSG00000152556.17,+,169.07882690429688
23591,chr8,144291438,BOP1,ENSG00000261236.8,-,169.0889434814453
35433,chr14,73886858,ZNF410,ENSG00000119725.21,+,169.1099090576172
46264,chr19,48872420,PPP1R15A,ENSG00000087074.9,+,169.1375274658203
33933,chr12,132144319,DDX51,ENSG00000185163.10,-,169.14218139648438
2968,chr1,6554513,NOL9,ENSG00000162408.11,-,169.15103149414062
42234,chr17,714814,VPS53,ENSG00000141252.21,-,169.1699676513672
29362,chr11,126304059,DCPS,ENSG00000110063.10,+,169.19760131835938
49626,chr20,45972203,ZNF335,ENSG00000198026.8,-,169.21743774414062
33728,chr12,110502111,VPS29,ENSG00000111237.19,-,169.26039123535156
10419,chr3,8963470,RAD18,ENSG00000070950.10,-,169.33554077148438
19486,chr7,44044701,DBNL,ENSG00000136279.21,+,169.3651123046875
50422,chr22,20117504,RANBP1,ENSG00000099901.18,+,169.418212890625
19583,chr7,65373854,ZNF92,ENSG00000146757.14,+,169.44595336914062
53472,chrX,130268899,ZNF280C,ENSG00000056277.16,-,169.45272827148438
52779,chrX,15335503,PIGA,ENSG00000165195.16,-,169.51284790039062
37017,chr15,56918622,TCF12,ENSG00000140262.18,+,169.56448364257812
12347,chr4,55346332,ENSG00000288695,ENSG00000288695.1,+,169.59963989257812
11584,chr3,150763169,SIAH2,ENSG00000181788.4,-,169.60348510742188
22696,chr8,10839847,PINX1,ENSG00000258724.1,-,169.63754272460938
28727,chr11,69294157,MYEOV,ENSG00000172927.9,+,169.70904541015625
40157,chr16,30445874,SEPHS2,ENSG00000179918.19,-,169.79978942871094
15338,chr5,176647483,TSPAN17,ENSG00000048140.18,+,169.81524658203125
19795,chr7,92447481,GATAD1,ENSG00000157259.8,+,169.9001007080078
6992,chr2,241315882,SEPTIN2,ENSG00000168385.18,+,169.99560546875
35742,chr14,102592648,RCOR1,ENSG00000089902.10,+,170.05044555664062
40391,chr16,67833918,CENPT,ENSG00000102901.13,-,170.070556640625
17140,chr6,41921498,BYSL,ENSG00000112578.10,+,170.09759521484375
7216,chr2,27629012,CCDC121,ENSG00000176714.10,-,170.16580200195312
35259,chr14,60734775,MNAT1,ENSG00000020426.11,+,170.1884765625
28833,chr11,74949260,SPCS2,ENSG00000118363.13,+,170.2180633544922
27229,chr10,95656706,ALDH18A1,ENSG00000059573.9,-,170.23916625976562
15330,chr5,176448384,FAF2,ENSG00000113194.13,+,170.28062438964844
7597,chr2,74529706,AUP1,ENSG00000115307.17,-,170.39401245117188
621,chr1,32179674,TXLNA,ENSG00000084652.16,+,170.42369079589844
42129,chr17,81684010,HGS,ENSG00000185359.14,+,170.50791931152344
24467,chr9,132670034,GTF3C4,ENSG00000125484.12,+,170.56350708007812
24007,chr9,92325952,CENPP,ENSG00000188312.15,+,170.5997314453125
46207,chr19,47130828,SAE1,ENSG00000142230.13,+,170.60079956054688
44284,chr18,62187257,RELCH,ENSG00000134444.15,+,170.6153564453125
