,Chromosome,Start,gene_name,gene_id,Strand,GM12878
22282,chr8,86514434,CPNE3,ENSG00000085719.13,+,222.0568389892578
49672,chr20,50153723,PEDS1,ENSG00000240849.11,-,222.09820556640625
10639,chr3,39051944,SCN11A,ENSG00000168356.13,-,222.14288330078125
25318,chr9,122913323,ZBTB6,ENSG00000186130.5,-,222.15272521972656
21263,chr7,104208013,ORC5,ENSG00000164815.11,-,222.15682983398438
15354,chr5,177133772,NSD1,ENSG00000165671.22,+,222.178466796875
40387,chr16,67806560,RANBP10,ENSG00000141084.12,-,222.18148803710938
49531,chr20,36773751,DSN1,ENSG00000149636.16,-,222.26602172851562
41015,chr17,18858067,PRPSAP2,ENSG00000141127.15,+,222.36004638671875
17333,chr6,70566929,SDHAF4,ENSG00000154079.6,+,222.38978576660156
42635,chr17,16353469,CENPV,ENSG00000166582.11,-,222.40682983398438
2336,chr1,198156997,NEK7,ENSG00000151414.15,+,222.43692016601562
39509,chr16,78099678,WWOX,ENSG00000186153.19,+,222.48631286621094
42666,chr17,18039168,ATPAF2,ENSG00000171953.16,-,222.54110717773438
52804,chrX,18354688,SCML2,ENSG00000102098.19,-,222.5502166748047
50712,chr22,37608844,GGA1,ENSG00000100083.19,+,222.5736083984375
15363,chr5,177357923,RGS14,ENSG00000169220.18,+,222.60838317871094
31454,chr12,28190445,CCDC91,ENSG00000123106.11,+,222.62164306640625
18714,chr6,99515422,USP45,ENSG00000123552.18,-,222.640380859375
46300,chr19,49453235,ALDH16A1,ENSG00000161618.10,+,222.6449737548828
7839,chr2,120223400,TMEM185B,ENSG00000226479.4,-,222.657470703125
27838,chr11,8911191,AKIP1,ENSG00000166452.12,+,222.697998046875
36561,chr14,96363341,ATG2B,ENSG00000066739.12,-,222.7142791748047
26519,chr10,114938194,TRUB1,ENSG00000165832.6,+,222.73959350585938
8825,chr3,10248458,TATDN2,ENSG00000157014.11,+,222.74188232421875
30949,chr11,119423172,THY1,ENSG00000154096.14,-,222.7604522705078
4791,chr1,202958312,ADIPOR1,ENSG00000159346.13,-,222.8011474609375
42713,chr17,21214161,TMEM11,ENSG00000178307.10,-,222.82882690429688
22896,chr8,29263070,KIF13B,ENSG00000197892.13,-,222.85336303710938
30003,chr11,47642559,MTCH2,ENSG00000109919.10,-,222.88238525390625
30421,chr11,69675344,LTO1,ENSG00000149716.13,-,222.92208862304688
40026,chr16,20806473,ERI2,ENSG00000196678.14,-,223.10992431640625
45380,chr19,17309562,DDA1,ENSG00000130311.11,+,223.12619018554688
20929,chr7,74890585,ENSG00000289346,ENSG00000289346.1,-,223.21656799316406
3518,chr1,45340163,MUTYH,ENSG00000132781.21,-,223.23475646972656
51024,chr22,20858811,PI4KA,ENSG00000241973.11,-,223.23883056640625
12752,chr4,127880926,PLK4,ENSG00000142731.11,+,223.25802612304688
2240,chr1,181033986,MR1,ENSG00000153029.16,+,223.26646423339844
51542,chrX,11111300,HCCS,ENSG00000004961.15,+,223.28900146484375
47069,chr19,9827816,FBXL12,ENSG00000127452.9,-,223.31690979003906
50602,chr22,30425775,MTFP1,ENSG00000242114.6,+,223.3806915283203
16586,chr6,5261512,FARS2,ENSG00000145982.13,+,223.4403076171875
6312,chr2,173354871,CDCA7,ENSG00000144354.15,+,223.49105834960938
38928,chr16,29454561,SLX1B,ENSG00000181625.18,+,223.5540008544922
11078,chr3,69052333,TMF1,ENSG00000144747.17,-,223.5760498046875
22980,chr8,42541512,SLC20A2,ENSG00000168575.10,-,223.64053344726562
35188,chr14,54397002,CDKN3,ENSG00000100526.21,+,223.69578552246094
48459,chr20,297569,ZCCHC3,ENSG00000247315.4,+,223.71682739257812
50594,chr22,30357006,CCDC157,ENSG00000187860.11,+,223.733642578125
50956,chr22,17159255,HDHD5,ENSG00000069998.12,-,223.73382568359375
36783,chr15,40405794,IVD,ENSG00000128928.10,+,223.73709106445312
42319,chr17,3668679,TAX1BP3,ENSG00000213977.8,-,223.74826049804688
36115,chr14,39170333,TRAPPC6B,ENSG00000182400.15,-,223.8802490234375
19591,chr7,66075846,ASL,ENSG00000126522.17,+,223.91299438476562
22826,chr8,22669113,BIN3,ENSG00000147439.14,-,223.9385528564453
37773,chr15,50686771,TRPM7,ENSG00000092439.16,-,224.0237579345703
39725,chr16,1351878,TSR3,ENSG00000007520.4,-,224.05349731445312
3340,chr1,33036883,AK2,ENSG00000004455.18,-,224.08998107910156
9353,chr3,51538718,RAD54L2,ENSG00000164080.14,+,224.10647583007812
16674,chr6,21593750,SOX4,ENSG00000124766.7,+,224.123046875
20151,chr7,128476753,METTL2B,ENSG00000165055.16,+,224.19268798828125
16669,chr6,20401878,E2F3,ENSG00000112242.16,+,224.20216369628906
21648,chr7,158829509,ESYT2,ENSG00000117868.18,-,224.25875854492188
50253,chr21,39183488,PSMG1,ENSG00000183527.12,-,224.35494995117188
47216,chr19,13116657,TRMT1,ENSG00000104907.13,-,224.388427734375
16732,chr6,26383125,BTN2A2,ENSG00000124508.17,+,224.3974609375
29807,chr11,18634342,SPTY2D1,ENSG00000179119.15,-,224.50411987304688
46787,chr19,1095366,POLR2E,ENSG00000099817.12,-,224.53834533691406
47080,chr19,10194953,DNMT1,ENSG00000130816.17,-,224.56039428710938
40209,chr16,46621379,SHCBP1,ENSG00000171241.9,-,224.5703887939453
14239,chr5,36876789,NIPBL,ENSG00000164190.19,+,224.57066345214844
49776,chr20,63272694,NKAIN4,ENSG00000101198.15,-,224.57162475585938
35724,chr14,101809868,PPP2R5C,ENSG00000078304.20,+,224.57313537597656
22426,chr8,116766523,UTP23,ENSG00000147679.12,+,224.68145751953125
24812,chr9,33473924,NOL6,ENSG00000165271.17,-,224.68409729003906
44933,chr19,3572943,HMG20B,ENSG00000064961.19,+,224.69223022460938
40968,chr17,16415570,TRPV2,ENSG00000187688.15,+,224.70785522460938
34152,chr13,49247924,CDADC1,ENSG00000102543.14,+,224.7158203125
31399,chr12,22046217,CMAS,ENSG00000111726.13,+,224.72186279296875
8854,chr3,11272396,ATG7,ENSG00000197548.13,+,224.72747802734375
22199,chr8,67064391,CSPP1,ENSG00000104218.16,+,224.7682647705078
22061,chr8,42271369,IKBKB,ENSG00000104365.16,+,224.7723846435547
5961,chr2,112055268,TMEM87B,ENSG00000153214.11,+,224.7888641357422
4133,chr1,149841208,H3C14,ENSG00000203811.2,-,224.80825805664062
15291,chr5,172834337,ERGIC1,ENSG00000113719.17,+,224.81484985351562
36504,chr14,93184897,MOAP1,ENSG00000165943.5,-,224.9257354736328
5475,chr2,46617214,CRIPT,ENSG00000119878.6,+,224.94615173339844
51431,chr22,50307627,PLXNB2,ENSG00000196576.16,-,224.96165466308594
50094,chr21,46324155,PCNT,ENSG00000160299.19,+,224.98980712890625
48734,chr20,32052241,HCK,ENSG00000101336.18,+,225.07968139648438
51897,chrX,49922614,CLCN5,ENSG00000171365.17,+,225.09793090820312
10173,chr3,170037994,GPR160,ENSG00000173890.17,+,225.14913940429688
8536,chr2,224585363,CUL3,ENSG00000036257.14,-,225.16981506347656
3200,chr1,25247454,RSRP1,ENSG00000117616.18,-,225.22442626953125
7613,chr2,75710892,GCFC2,ENSG00000005436.14,-,225.22776794433594
7089,chr2,10448327,ODC1,ENSG00000115758.14,-,225.25233459472656
1337,chr1,100896089,SLC30A7,ENSG00000162695.12,+,225.29257202148438
49735,chr20,59007254,CTSZ,ENSG00000101160.15,-,225.33673095703125
39044,chr16,31074421,ZNF646,ENSG00000167395.10,+,225.35629272460938
48480,chr20,1118597,PSMF1,ENSG00000125818.18,+,225.3775177001953
5073,chr1,241640369,CHML,ENSG00000203668.3,-,225.4303741455078
5072,chr1,241640369,OPN3,ENSG00000054277.14,-,225.4303741455078
18376,chr6,41921139,MED20,ENSG00000124641.16,-,225.455810546875
24424,chr9,130579576,FUBP3,ENSG00000107164.17,+,225.56976318359375
3470,chr1,42335235,FOXJ3,ENSG00000198815.9,-,225.59234619140625
28720,chr11,69048931,TPCN2,ENSG00000162341.18,+,225.61668395996094
7812,chr2,110577101,RGPD6,ENSG00000183054.13,-,225.6279754638672
2685,chr1,230979093,ARV1,ENSG00000173409.14,+,225.673095703125
16431,chr5,177006779,UIMC1,ENSG00000087206.17,-,225.68353271484375
25966,chr10,68988802,KIFBP,ENSG00000198954.9,+,225.68382263183594
50436,chr22,20859006,SNAP29,ENSG00000099940.12,+,225.71780395507812
2440,chr1,206470475,IKBKE,ENSG00000263528.8,+,225.73025512695312
34164,chr13,49997058,TRIM13,ENSG00000204977.10,+,225.81939697265625
40356,chr16,67159909,TRADD,ENSG00000102871.16,-,225.8391571044922
32543,chr12,131929275,PUS1,ENSG00000177192.14,+,225.8466796875
41521,chr17,46590719,NSF,ENSG00000073969.19,+,225.88095092773438
25032,chr9,86282538,ISCA1,ENSG00000135070.15,-,225.90406799316406
40979,chr17,17476999,MED9,ENSG00000141026.6,+,225.92764282226562
1288,chr1,96721782,PTBP2,ENSG00000117569.20,+,225.97891235351562
27131,chr10,75235957,COMTD1,ENSG00000165644.11,-,225.99249267578125
29846,chr11,31369774,DCDC1,ENSG00000170959.15,-,225.99752807617188
1227,chr1,86704894,SH3GLB1,ENSG00000097033.15,+,226.03004455566406
47308,chr19,15464544,RASAL3,ENSG00000105122.13,-,226.07493591308594
35277,chr14,63853003,SYNE2,ENSG00000054654.20,+,226.0997314453125
10377,chr3,196639693,NRROS,ENSG00000174004.6,+,226.1467742919922
5390,chr2,32165868,SLC30A6,ENSG00000152683.14,+,226.18231201171875
29423,chr11,442011,ANO9,ENSG00000185101.13,-,226.19154357910156
47097,chr19,10380572,TYK2,ENSG00000105397.15,-,226.27981567382812
685,chr1,35268708,ZMYM4,ENSG00000146463.12,+,226.32968139648438
13296,chr4,47463702,COMMD8,ENSG00000169019.11,-,226.33383178710938
30173,chr11,62671765,LBHD1,ENSG00000162194.13,-,226.4051971435547
18770,chr6,109483219,ZBTB24,ENSG00000112365.6,-,226.42037963867188
27247,chr10,96720514,PIK3AP1,ENSG00000155629.15,-,226.4293212890625
44018,chr18,13612618,LDLRAD4,ENSG00000168675.19,+,226.43353271484375
13325,chr4,53366061,SCFD2,ENSG00000184178.17,-,226.43954467773438
37435,chr15,90529924,CRTC3,ENSG00000140577.17,+,226.52061462402344
43057,chr17,42154916,ENSG00000267261,ENSG00000267261.5,-,226.56825256347656
38161,chr15,82262695,EFL1,ENSG00000140598.16,-,226.60751342773438
7716,chr2,96145440,DUSP2,ENSG00000158050.5,-,226.7521514892578
53408,chrX,119693168,SEPTIN6,ENSG00000125354.24,-,226.7689208984375
4662,chr1,179877799,TOR1AIP2,ENSG00000169905.13,-,226.81198120117188
11276,chr3,120742520,RABL3,ENSG00000144840.10,-,226.88619995117188
28243,chr11,57761831,CTNND1,ENSG00000198561.16,+,226.89932250976562
34238,chr13,76992080,CLN5,ENSG00000102805.16,+,226.90069580078125
19874,chr7,99616945,ZSCAN25,ENSG00000197037.11,+,227.07785034179688
568,chr1,28369739,PHACTR4,ENSG00000204138.13,+,227.0919952392578
51385,chr22,43187134,TTLL12,ENSG00000100304.13,-,227.12832641601562
20511,chr7,2232945,MAD1L1,ENSG00000002822.16,-,227.1619415283203
41713,chr17,58083418,DYNLL2,ENSG00000264364.3,+,227.169189453125
36830,chr15,41660404,MGA,ENSG00000174197.19,+,227.19500732421875
9264,chr3,48241103,ZNF589,ENSG00000164048.14,+,227.2791748046875
49960,chr21,39380331,GET1-SH3BGR,ENSG00000285815.1,+,227.29055786132812
42795,chr17,30906235,TEFM,ENSG00000172171.11,-,227.2990264892578
52861,chrX,30577766,TASL,ENSG00000120280.6,-,227.38064575195312
10902,chr3,50328223,TUSC2,ENSG00000114383.10,-,227.4089813232422
10733,chr3,47282847,KIF9,ENSG00000088727.14,-,227.4137420654297
53792,chrY,57067864,VAMP7,ENSG00000292366.1,+,227.42767333984375
45761,chr19,35995187,SDHAF1,ENSG00000205138.4,+,227.5042266845703
35855,chr14,20413420,TEP1,ENSG00000129566.13,-,227.52056884765625
26315,chr10,97446169,ZDHHC16,ENSG00000171307.19,+,227.5441131591797
28590,chr11,65860432,MUS81,ENSG00000172732.12,+,227.60650634765625
28410,chr11,62671672,UQCC3,ENSG00000204922.5,+,227.7833709716797
47466,chr19,23003176,ZNF728,ENSG00000269067.2,-,227.8726348876953
36807,chr15,40807589,ZFYVE19,ENSG00000166140.17,+,227.95118713378906
11114,chr3,72848445,SHQ1,ENSG00000144736.14,-,228.05172729492188
46565,chr19,54906147,NCR1,ENSG00000189430.13,+,228.06434631347656
21131,chr7,99408597,PDAP1,ENSG00000106244.13,-,228.11093139648438
25398,chr9,128829794,SPOUT1,ENSG00000198917.13,-,228.13650512695312
33049,chr12,47819886,HDAC7,ENSG00000061273.18,-,228.15834045410156
3609,chr1,52553092,TUT4,ENSG00000134744.14,-,228.18240356445312
5628,chr2,69829659,GMCL1,ENSG00000087338.5,+,228.21591186523438
17140,chr6,41921498,BYSL,ENSG00000112578.10,+,228.22354125976562
25877,chr10,48306676,MAPK8,ENSG00000107643.17,+,228.29507446289062
37661,chr15,42208304,VPS39,ENSG00000166887.16,-,228.347900390625
47413,chr19,19192138,BORCS8-MEF2B,ENSG00000064489.23,-,228.35345458984375
12116,chr4,8440776,TRMT44,ENSG00000155275.19,+,228.37615966796875
46880,chr19,3626790,CACTIN,ENSG00000105298.14,-,228.421875
840,chr1,43650148,KDM4A,ENSG00000066135.13,+,228.44076538085938
23631,chr9,273047,DOCK8,ENSG00000107099.18,+,228.50537109375
45247,chr19,12737496,GET3,ENSG00000198356.12,+,228.56080627441406
30396,chr11,68121388,CHKA,ENSG00000110721.12,-,228.61038208007812
43146,chr17,44014963,TMEM101,ENSG00000091947.10,-,228.6146697998047
20283,chr7,141551409,AGK,ENSG00000006530.18,+,228.673095703125
48888,chr20,38748459,ACTR5,ENSG00000101442.10,+,228.70034790039062
26742,chr10,13348280,SEPHS1,ENSG00000086475.15,-,228.72576904296875
26465,chr10,110919587,SHOC2,ENSG00000108061.13,+,228.79141235351562
7738,chr2,97995948,TMEM131,ENSG00000075568.17,-,228.79696655273438
27848,chr11,9461022,ZNF143,ENSG00000166478.10,+,228.8136749267578
53546,chrX,136251400,MAP7D3,ENSG00000129680.16,-,228.8151397705078
7057,chr2,3519531,ADI1,ENSG00000182551.14,-,228.87229919433594
46942,chr19,5680488,MICOS13,ENSG00000174917.9,-,228.90057373046875
7216,chr2,27629012,CCDC121,ENSG00000176714.10,-,228.92710876464844
29431,chr11,535550,HRAS,ENSG00000174775.18,-,229.0164031982422
30700,chr11,95924096,MTMR2,ENSG00000087053.20,-,229.02452087402344
18199,chr6,32838822,ENSG00000250264,ENSG00000250264.1,-,229.03152465820312
38020,chr15,72272554,PARP6,ENSG00000137817.17,-,229.06301879882812
7289,chr2,39779258,THUMPD2,ENSG00000138050.15,-,229.10565185546875
1426,chr1,110034623,STRIP1,ENSG00000143093.15,+,229.1134033203125
28805,chr11,73376398,RELT,ENSG00000054967.13,+,229.1204833984375
18142,chr6,31652700,BAG6,ENSG00000204463.14,-,229.14492797851562
47452,chr19,21852068,ZNF43,ENSG00000198521.12,-,229.16226196289062
22369,chr8,103021082,ATP6V1C1,ENSG00000155097.12,+,229.2789764404297
52430,chrX,135973840,SLC9A6,ENSG00000198689.13,+,229.35562133789062
27329,chr10,101783446,NPM3,ENSG00000107833.11,-,229.38247680664062
21949,chr8,30744189,UBXN8,ENSG00000104691.16,+,229.41427612304688
28913,chr11,83157130,PCF11,ENSG00000165494.12,+,229.46470642089844
16912,chr6,31547612,NFKBIL1,ENSG00000204498.11,+,229.47396850585938
47937,chr19,46788594,SLC1A5,ENSG00000105281.12,-,229.536376953125
21377,chr7,123749003,WASL,ENSG00000106299.8,-,229.6077880859375
35452,chr14,74763365,YLPM1,ENSG00000119596.18,+,229.61329650878906
18105,chr6,30617243,PPP1R10,ENSG00000204569.10,-,229.61598205566406
46948,chr19,5791163,DUS3L,ENSG00000141994.16,-,229.6266632080078
43084,chr17,42577697,PSMC3IP,ENSG00000131470.15,-,229.650146484375
30164,chr11,62646615,GANAB,ENSG00000089597.18,-,229.66061401367188
22063,chr8,42338493,POLB,ENSG00000070501.12,+,229.6606903076172
18457,chr6,49463253,MMUT,ENSG00000146085.8,-,229.71981811523438
12994,chr4,173168810,GALNT7,ENSG00000109586.12,+,229.7705841064453
36257,chr14,63728065,SGPP1,ENSG00000126821.8,-,229.84617614746094
49367,chr20,8019761,TMX4,ENSG00000125827.9,-,229.86444091796875
40961,chr17,15999823,TTC19,ENSG00000011295.16,+,229.911865234375
12456,chr4,74158111,MTHFD2L,ENSG00000163738.19,+,229.92010498046875
37125,chr15,66504958,ZWILCH,ENSG00000174442.12,+,229.93386840820312
3063,chr1,15976079,ZBTB17,ENSG00000116809.12,-,229.95654296875
29839,chr11,28108156,KIF18A,ENSG00000121621.7,-,229.99098205566406
50185,chr21,32612535,CFAP298-TCP10L,ENSG00000265590.10,-,230.00643920898438
37521,chr15,25439051,UBE3A,ENSG00000114062.22,-,230.09759521484375
5223,chr2,11746631,LPIN1,ENSG00000134324.12,+,230.13125610351562
1541,chr1,121184974,SRGAP2C,ENSG00000171943.12,+,230.17420959472656
17940,chr6,8064364,BLOC1S5-TXNDC5,ENSG00000259040.5,-,230.24020385742188
15855,chr5,90474771,MBLAC2,ENSG00000176055.10,-,230.2894287109375
44186,chr18,46174085,C18orf25,ENSG00000152242.11,+,230.31651306152344
53775,chrY,22403409,RBMY1J,ENSG00000226941.9,+,230.375244140625
31949,chr12,64404391,XPOT,ENSG00000184575.12,+,230.4304656982422
35080,chr14,35122676,PRORP,ENSG00000100890.16,+,230.4383087158203
23176,chr8,81721289,ZFAND1,ENSG00000104231.11,-,230.45863342285156
11987,chr4,705831,PCGF3,ENSG00000185619.19,+,230.50845336914062
47419,chr19,19203375,NR2C2AP,ENSG00000184162.15,-,230.52630615234375
26880,chr10,35090595,CUL2,ENSG00000108094.17,-,230.59800720214844
15954,chr5,116574823,SEMA6A,ENSG00000092421.17,-,230.6017303466797
21161,chr7,100081723,ZNF3,ENSG00000166526.19,-,230.6338348388672
19622,chr7,72879364,POM121,ENSG00000196313.13,+,230.66314697265625
46977,chr19,6481787,DENND1C,ENSG00000205744.10,-,230.6667938232422
49491,chr20,35278122,MMP24OS,ENSG00000126005.17,-,230.6676483154297
22983,chr8,42843325,THAP1,ENSG00000131931.8,-,230.71971130371094
920,chr1,46340806,NSUN4,ENSG00000117481.11,+,230.72286987304688
18262,chr6,34392669,NUDT3,ENSG00000272325.2,-,230.7258758544922
30220,chr11,63671376,ATL3,ENSG00000184743.13,-,230.8024139404297
33793,chr12,116738069,SPRING1,ENSG00000111412.6,-,230.88648986816406
51353,chr22,42270653,TCF20,ENSG00000100207.21,-,230.97337341308594
50773,chr22,39399783,TAB1,ENSG00000100324.14,+,230.9742889404297
15884,chr5,95961851,ELL2,ENSG00000118985.16,-,230.97560119628906
18857,chr6,127343359,ECHDC1,ENSG00000093144.19,-,230.98077392578125
43398,chr17,58514638,MTMR4,ENSG00000108389.10,-,230.98443603515625
7273,chr2,38602929,HNRNPLL,ENSG00000143889.16,-,231.0571746826172
41424,chr17,43006783,IFI35,ENSG00000068079.8,+,231.06405639648438
50437,chr22,20917406,CRKL,ENSG00000099942.13,+,231.06985473632812
52677,chrX,155216459,VBP1,ENSG00000155959.12,+,231.0811767578125
17654,chr6,135181327,MYB,ENSG00000118513.20,+,231.12684631347656
18148,chr6,31703324,ABHD16A,ENSG00000204427.12,-,231.1297607421875
6347,chr2,178112436,RBM45,ENSG00000155636.16,+,231.13446044921875
6549,chr2,203328394,ABI2,ENSG00000138443.17,+,231.1882781982422
23591,chr8,144291438,BOP1,ENSG00000261236.8,-,231.30307006835938
11445,chr3,134250859,RYK,ENSG00000163785.14,-,231.406005859375
36884,chr15,43371100,TUBGCP4,ENSG00000137822.13,+,231.4119873046875
42794,chr17,30824692,CRLF3,ENSG00000176390.12,-,231.43911743164062
35780,chr14,103562959,COA8,ENSG00000256053.9,+,231.5501708984375
52906,chrX,40735542,MED14,ENSG00000180182.11,-,231.5885009765625
25123,chr9,97633368,TSTD2,ENSG00000136925.15,-,231.59408569335938
1002,chr1,53946349,LRRC42,ENSG00000116212.15,+,231.59698486328125
40157,chr16,30445874,SEPHS2,ENSG00000179918.19,-,231.6001434326172
6584,chr2,207711639,CCNYL1,ENSG00000163249.13,+,231.6343231201172
8239,chr2,190534722,NEMP2,ENSG00000189362.12,-,231.66168212890625
27322,chr10,101588270,POLL,ENSG00000166169.17,-,231.71673583984375
30133,chr11,61817003,FADS1,ENSG00000149485.19,-,231.71975708007812
35315,chr14,66508137,GPHN,ENSG00000171723.16,+,231.72848510742188
31193,chr12,6766143,PTMS,ENSG00000159335.19,+,231.76968383789062
18700,chr6,98947946,FBXL4,ENSG00000112234.9,-,231.8441162109375
1863,chr1,156194102,SLC25A44,ENSG00000160785.14,+,231.86328125
47722,chr19,41397350,EXOSC5,ENSG00000077348.10,-,231.86593627929688
29332,chr11,125625973,CHEK1,ENSG00000149554.15,+,231.8836669921875
23681,chr9,4679568,CDC37L1,ENSG00000106993.12,+,231.88414001464844
19647,chr7,74083803,LIMK1,ENSG00000106683.15,+,231.92547607421875
8905,chr3,14125051,TMEM43,ENSG00000170876.8,+,231.95286560058594
4096,chr1,145996579,TXNIP,ENSG00000265972.6,-,232.0791778564453
16727,chr6,26365230,BTN3A2,ENSG00000186470.14,+,232.1099090576172
3129,chr1,20786640,HP1BP3,ENSG00000127483.19,-,232.12757873535156
26724,chr10,7787993,KIN,ENSG00000151657.12,-,232.1568145751953
46809,chr19,1592801,MBD3,ENSG00000071655.18,-,232.37734985351562
6587,chr2,208266254,PIKFYVE,ENSG00000115020.17,+,232.38836669921875
52483,chrX,147911918,FMR1,ENSG00000102081.16,+,232.46139526367188
36098,chr14,36320607,MBIP,ENSG00000151332.20,-,232.47048950195312
40236,chr16,50681312,SNX20,ENSG00000167208.16,-,232.50125122070312
50433,chr22,20507640,MED15,ENSG00000099917.17,+,232.55165100097656
15618,chr5,43483891,TMEM267,ENSG00000151881.15,-,232.6363067626953
43859,chr17,82065804,DUS1L,ENSG00000169718.18,-,232.6934814453125
26854,chr10,32347158,EPC1,ENSG00000120616.16,-,232.74200439453125
23564,chr8,143617482,GFUS,ENSG00000104522.16,-,232.78033447265625
32011,chr12,69470387,FRS2,ENSG00000166225.9,+,232.78912353515625
26378,chr10,102133039,PPRC1,ENSG00000148840.11,+,232.79058837890625
30583,chr11,78574829,NARS2,ENSG00000137513.11,-,232.80096435546875
43524,chr17,64020607,ICAM2,ENSG00000108622.11,-,232.80633544921875
53589,chrX,149938435,EOLA2,ENSG00000197021.9,-,232.84292602539062
21724,chr8,9555913,TNKS,ENSG00000173273.17,+,232.90097045898438
35702,chr14,100065424,EVL,ENSG00000196405.13,+,232.90859985351562
3767,chr1,84506273,GNG5,ENSG00000174021.12,-,233.00318908691406
33729,chr12,110583318,PPTC7,ENSG00000196850.6,-,233.04881286621094
13392,chr4,73069716,COX18,ENSG00000163626.17,-,233.1588897705078
28657,chr11,66843436,RCE1,ENSG00000173653.8,+,233.15985107421875
39571,chr16,85613321,GSE1,ENSG00000131149.19,+,233.18240356445312
17190,chr6,43477569,TJAP1,ENSG00000137221.14,+,233.20809936523438
48472,chr20,408342,RBCK1,ENSG00000125826.22,+,233.2547607421875
